
[00:00:00.000 --> 00:00:02.400]  各位姐妹,又是讀聖經的時間了
[00:18:27.120 --> 00:18:29.000]  「聖靈,祢知道萬人的心」
[00:18:29.000 --> 00:18:30.480]  「三一的上帝」
[00:18:30.480 --> 00:18:31.880]  很明白
[00:18:31.880 --> 00:18:33.480]  因為整個世界是祢創造
[00:18:33.480 --> 00:18:36.520]  整個世界的歷史都是祢自己引領
[00:18:36.520 --> 00:18:38.680]  主啊,我們有很多事不知道
[00:18:38.680 --> 00:18:41.360]  我這個卑微、渺小的人
[00:18:41.360 --> 00:18:43.000]  很多事不知道的時候
[00:18:43.000 --> 00:18:44.640]  或者我們教會很多事
[00:18:44.640 --> 00:18:46.920]  不知道怎麼做的時候
[00:18:46.920 --> 00:18:47.600]  在這個時候
[00:18:47.600 --> 00:18:50.120]  「祢知道萬人的心」
[00:18:50.120 --> 00:18:53.200]  「我們就求祢顯明」
[00:18:53.200 --> 00:18:55.200]  讓我們有這個鄭重的禱告
[00:18:55.200 --> 00:18:56.720]  有這個鄭重的交託
[00:18:56.720 --> 00:19:01.000]  有同感一靈的祈禱與決定
[00:19:01.000 --> 00:19:02.920]  求聖靈掌管我們
[00:19:02.920 --> 00:19:03.920]  掌管我們這個人
[00:19:03.920 --> 00:19:05.160]  掌管教會
[00:19:05.160 --> 00:19:07.920]  誰聽祈求奉耶穌基督的名字
[00:19:07.920 --> 00:19:09.000]  阿門
