
[00:00:00.000 --> 00:00:03.000]  各位來賓 主禮的弟兄姊妹 平安
[00:23:55.760 --> 00:24:03.160]  大家一同去怎樣去榮耀著
[00:24:03.160 --> 00:24:05.440]  在亞哥書這樣應許我們
[00:24:05.440 --> 00:24:07.400]  如果你受過試探的人
[00:24:07.400 --> 00:24:09.280]  忍受到試探的就有福了
[00:24:09.280 --> 00:24:12.720]  我這個疫情是一個試探
[00:24:12.720 --> 00:24:13.800]  是魔鬼的試探
[00:24:13.800 --> 00:24:17.280]  神是允許這件事情發生
[00:24:17.280 --> 00:24:20.680]  如果你能夠勝過這個試探
[00:24:20.680 --> 00:24:22.800]  就必得到生命的冠冕
[00:24:22.800 --> 00:24:24.640]  這個是神所應許的
[00:24:24.640 --> 00:24:26.240]  主耶穌回來的日子
[00:24:26.240 --> 00:24:28.240]  我們就會得到獎賞
[00:24:28.240 --> 00:24:30.240]  主耶穌基督
[00:24:30.240 --> 00:24:34.640]  這個是主耶穌基督的應許
[00:24:34.640 --> 00:24:37.200]  我們要拿著這個應許
[00:24:37.200 --> 00:24:40.240]  去過這個生活
[00:24:40.240 --> 00:24:44.360]  我們今天從這個約翰福音的故事看到
[00:24:44.360 --> 00:24:48.480]  神是藉著不同的人
[00:24:48.480 --> 00:24:51.600]  無論是猶太人、愛邦人
[00:24:51.600 --> 00:24:56.080]  異人、惡人、男女
[00:24:56.080 --> 00:24:58.360]  每個人的背景不同
[00:24:58.360 --> 00:25:01.040]  我們都會得到這個福音
[00:25:01.040 --> 00:25:04.520]  這個福音是沒有邊界的
[00:25:04.520 --> 00:25:06.680]  是沒有奇妙因典的
[00:25:06.680 --> 00:25:10.200]  即是主耶穌基督的降生
[00:25:10.200 --> 00:25:12.200]  祂在十字架上為我們受死
[00:25:12.200 --> 00:25:14.360]  彰顯了祂的愛
[00:25:14.360 --> 00:25:16.760]  帶給我們平安喜樂
[00:25:16.760 --> 00:25:18.960]  我們會有一個盼望
[00:25:18.960 --> 00:25:21.880]  直到主耶穌基督回來的日子
