
[00:00:00.000 --> 00:00:04.100]  各位弟兄姊妹 主律便平安
[00:23:30.900 --> 00:23:32.900]  我們都沒有辭職
[00:23:32.900 --> 00:23:34.500]  或者沒有致歉的會議
[00:23:34.500 --> 00:23:36.700]  而覺得自己很好
[00:23:36.700 --> 00:23:38.500]  不過如果我們應該更積極
[00:23:38.500 --> 00:23:42.300]  將上帝給我們的愛
[00:23:42.300 --> 00:23:45.500]  去放在這些會議裏面
[00:23:45.500 --> 00:23:47.500]  這個難受的處境
[00:23:47.500 --> 00:23:52.900]  這個情況一定會有改善
[00:23:52.900 --> 00:23:56.200]  我們試想一對準備結婚的年青人
[00:23:56.200 --> 00:23:58.600]  他們兩個來自不同的背景
[00:23:58.600 --> 00:24:00.800]  生活習慣又不同
[00:24:00.800 --> 00:24:03.100]  所謂家教都不同
[00:24:03.100 --> 00:24:07.200]  究竟是一餐飯先吃飯還是先喝湯呢?
[00:24:07.200 --> 00:24:09.800]  家務如何分配呢?
[00:24:09.800 --> 00:24:12.700]  我們說可能很小事
[00:24:12.700 --> 00:24:15.100]  但對一對夫婦來說
[00:24:15.100 --> 00:24:16.600]  無論他們準備結婚
[00:24:16.600 --> 00:24:19.300]  還是結婚很多年
[00:24:19.300 --> 00:24:22.500]  如果沒有了他們之間的愛情
[00:24:22.500 --> 00:24:24.800]  根本很難過生活
[00:24:24.800 --> 00:24:27.200]  同樣在教會的群體裏面
[00:24:27.200 --> 00:24:30.600]  如果沒有了上帝的愛
[00:24:30.600 --> 00:24:33.300]  這份是上帝百百賜給我們的愛
[00:24:33.300 --> 00:24:37.100]  我們也很難在教會裏生活
[00:24:37.100 --> 00:24:42.000]  或者我們的生活也沒有甚麼喜樂
[00:24:42.000 --> 00:24:45.200]  各位記得耶穌基督在被捕之前
[00:24:45.200 --> 00:24:48.000]  祂為門徒一個祈禱
[00:24:48.000 --> 00:24:52.800]  那裏記載是《約翰福音》的十七章十一節
[00:24:52.800 --> 00:24:54.400]  耶穌這樣去祈禱
[00:24:54.400 --> 00:24:56.200]  為我們這樣去祈禱
[00:24:56.200 --> 00:24:59.500]  聖父求你因你的名
[00:24:59.500 --> 00:25:01.800]  就是你所賜給我的名
[00:25:01.800 --> 00:25:04.800]  保守他們像我們一樣
[00:25:04.800 --> 00:25:09.200]  合而為一
[00:25:09.200 --> 00:25:13.900]  近幾年香港的社會很急劇轉變
[00:25:13.900 --> 00:25:18.000]  有些令我們無所適從
[00:25:18.000 --> 00:25:20.500]  一些政治事件
[00:25:20.500 --> 00:25:22.500]  一些政治議題
[00:25:22.500 --> 00:25:26.500]  使信徒離開教會
[00:25:26.500 --> 00:25:30.000]  或者教會分裂了
[00:25:30.000 --> 00:25:33.300]  有時我們在一些網上
[00:25:33.300 --> 00:25:37.500]  見到互相攻擊的情況
[00:25:37.500 --> 00:25:41.700]  是一班基督徒
[00:25:41.700 --> 00:25:45.500]  可能我們意見不會一致
[00:25:45.500 --> 00:25:48.900]  也不可能會一致
[00:25:48.900 --> 00:25:54.600]  但我們以為堅持自己所持的真理的時候
[00:25:54.600 --> 00:26:00.100]  我們就破壞了人與人之間的關係
[00:26:00.100 --> 00:26:05.200]  我們說話真的大到很重要
[00:26:05.200 --> 00:26:09.700]  保羅在這裏教導已忽所信徒
[00:26:09.700 --> 00:26:12.600]  亦在今天很想和大家一起學習
[00:26:12.600 --> 00:26:14.500]  在「合一主一」裏面
[00:26:14.500 --> 00:26:16.800]  原來我們每一個人
[00:26:16.800 --> 00:26:21.800]  都可以保持著教會的合一
[00:26:21.800 --> 00:26:24.500]  包括我們將自己的恩賜
[00:26:24.500 --> 00:26:27.300]  去運用去造就其他的信徒
[00:26:27.300 --> 00:26:32.700]  以真誠愛心去對待其他的肢體
[00:26:32.700 --> 00:26:38.500]  並且這個合一是要我們竭力去保守
[00:26:38.500 --> 00:26:41.900]  彷彿有一個個人到一個群體
[00:26:41.900 --> 00:26:43.300]  到整間的教會
[00:26:43.300 --> 00:26:48.300]  甚至全香港的教會一個的教導
[00:26:48.300 --> 00:26:50.300]  我們不是追求一個組織上
[00:26:50.300 --> 00:26:55.200]  或者體制上一些表面上的合一這麼簡單
[00:26:55.200 --> 00:26:57.200]  而是一個更深層次
[00:26:57.200 --> 00:27:02.400]  我們視其他教會的弟兄姊妹
[00:27:02.400 --> 00:27:04.200]  是我們的肢體
[00:27:04.200 --> 00:27:06.400]  這些肢體卡著卡著
[00:27:06.400 --> 00:27:08.400]  不單止失見證
[00:27:08.400 --> 00:27:14.200]  是會令到基督的教會癱瘓下來
[00:27:14.200 --> 00:27:20.800]  而我們同心祈禱
[00:27:20.800 --> 00:27:23.500]  天主上我們去多謝你
[00:27:23.500 --> 00:27:26.900]  留給我們寶貴聖經的說話
[00:27:26.900 --> 00:27:30.300]  讓我們去回到
[00:27:30.300 --> 00:27:33.400]  以弗所教會當時的一些情況
[00:27:33.400 --> 00:27:37.400]  和今天香港教會的一些對比
[00:27:37.400 --> 00:27:39.800]  我們多謝你給我們有信利的機會
[00:27:39.800 --> 00:27:43.200]  有領受你的愛和恩賜的機會
[00:27:43.200 --> 00:27:45.000]  原來這些愛和恩賜
[00:27:45.000 --> 00:27:47.700]  你叫我們要實踐出來
[00:27:47.700 --> 00:27:50.200]  要運用在教會裏面
[00:27:50.200 --> 00:27:54.000]  並且因為你的合一
[00:27:54.000 --> 00:27:59.200]  而我們盡力分身這樣去保持
[00:27:59.200 --> 00:28:00.200]  人的說話講完
[00:28:00.200 --> 00:28:02.600]  求你自己的靈
[00:28:02.600 --> 00:28:03.400]  特別是合一的靈
[00:28:03.400 --> 00:28:07.000]  在我們的生命裏繼續去動工
[00:28:07.000 --> 00:28:11.500]  讓我們帶著一個謙卑的心
[00:28:11.500 --> 00:28:14.300]  在我們的生活 在我們教會的生活
[00:28:14.300 --> 00:28:16.800]  特別在教會的合一上
[00:28:16.800 --> 00:28:19.000]  盡一點力量
[00:28:19.000 --> 00:28:20.800]  禱告奉耶穌基督的名
[00:28:20.800 --> 00:28:21.800]  阿門
