
[00:00:00.000 --> 00:00:07.000]  今天和大家一起討論另一個在聖經裡極為重要的人物
[00:18:52.440 --> 00:18:54.440]  遇到很多人生交叉點
[00:18:54.440 --> 00:18:55.440]  真的不知如何是好
[00:18:55.440 --> 00:18:57.440]  好像哈蘭一樣
[00:18:57.440 --> 00:18:58.440]  都不知走哪一邊
[00:18:58.440 --> 00:19:00.440]  不過幫助我們
[00:19:00.440 --> 00:19:02.440]  我們看到他拉住低了
[00:19:02.440 --> 00:19:03.440]  直到他死
[00:19:03.440 --> 00:19:05.440]  我們不知道什麼因素
[00:19:05.440 --> 00:19:07.440]  但幫助我們遇到人生交叉點
[00:19:07.440 --> 00:19:09.440]  我們繼續向前走
[00:19:09.440 --> 00:19:12.440]  去你要我們指示我們去的地方
[00:19:12.440 --> 00:19:14.440]  要去我們的迦南
[00:19:14.440 --> 00:19:16.440]  給我們這個力量
[00:19:16.440 --> 00:19:17.440]  給我們勇氣
[00:19:17.440 --> 00:19:20.440]  給我們有能力去踏出
[00:19:20.440 --> 00:19:23.440]  可以去到主指示我們的地方
[00:19:23.440 --> 00:19:24.440]  祷告奉耶穌名求
[00:19:24.440 --> 00:19:25.440]  阿門
