
[00:00:00.000 --> 00:00:03.000]  開始之前 我很想問一下大家
[00:24:15.360 --> 00:24:20.800]  我們每一個基督徒能夠站立得穩
[00:24:20.800 --> 00:24:24.320]  中國人有句說話很好
[00:24:24.320 --> 00:24:29.960]  「台上一分鐘,台下十年功」
[00:24:29.960 --> 00:24:31.960]  求主幫助我們
[00:24:31.960 --> 00:24:36.160]  不要做一個無憾的基督徒
[00:24:36.160 --> 00:24:47.160]  我們一起低頭祈禱
[00:24:47.160 --> 00:24:55.760]  主,感謝祢愛我們
[00:24:55.760 --> 00:25:01.800]  感謝主耶穌基督的擺賞、犧牲
[00:25:01.800 --> 00:25:05.320]  我們每一個人在祢面前的光景是怎樣
[00:25:05.320 --> 00:25:07.800]  祢是最清楚的
[00:25:07.800 --> 00:25:11.480]  主,求祢繼續引領我們的生活
[00:25:11.480 --> 00:25:16.240]  祢幫助我們不要忘記祢的恩惠
[00:25:16.240 --> 00:25:19.240]  叫我們回應祢的愛
[00:25:19.240 --> 00:25:21.000]  全人擺賞
[00:25:21.000 --> 00:25:24.600]  當作活祭
[00:25:24.600 --> 00:25:26.960]  求聖靈提醒
[00:25:26.960 --> 00:25:31.960]  幫助我們紮根在祢的話語上
[00:25:31.960 --> 00:25:35.640]  讓我們在動盪不安的世道裡面
[00:25:35.640 --> 00:25:38.960]  站立得穩
[00:25:38.960 --> 00:25:43.080]  在這裡我也很想特別為一些正在掙扎
[00:25:43.080 --> 00:25:47.040]  軟弱的弟兄姊妹禱告
[00:25:47.040 --> 00:25:50.040]  掙扎的找到出路
[00:25:50.040 --> 00:25:55.200]  軟弱的得著主的同行、同在
[00:25:55.200 --> 00:25:57.440]  一些生活得不開心
[00:25:57.440 --> 00:26:02.760]  有很多事務纏繞
[00:26:02.760 --> 00:26:04.400]  主,祢陪伴
[00:26:04.400 --> 00:26:07.160]  祢給智慧
[00:26:07.160 --> 00:26:09.600]  傷痛憂傷的
[00:26:09.600 --> 00:26:11.080]  祢抱緊
[00:26:11.080 --> 00:26:14.720]  祢安慰
[00:26:14.720 --> 00:26:18.120]  主,求加添力量
[00:26:18.120 --> 00:26:23.280]  生活越難過、越混亂、越壓迫
[00:26:23.280 --> 00:26:28.120]  追求從祢話語支取力量的心更強
[00:26:28.120 --> 00:26:30.760]  叫我們來到祢的台前
[00:26:30.760 --> 00:26:37.040]  可以成為一個討利喜悅的活祭
[00:26:37.040 --> 00:26:40.840]  感謝神,祢從來不會撇棄跟隨祢的人
[00:26:40.840 --> 00:26:44.360]  祢亦都是一個聽禱告的神
[00:26:44.360 --> 00:26:47.000]  心存感恩
[00:26:47.000 --> 00:26:48.880]  不配的禱告
[00:26:48.880 --> 00:26:51.920]  奉主耶穌基督聖名祈求
[00:26:51.920 --> 00:26:52.420]  Amen
