
[00:00:00.000 --> 00:00:04.560]  在七月初和大家正道的題目
[00:24:46.400 --> 00:24:48.520]  英文叫Modem
[00:24:48.520 --> 00:24:52.760]  意思是他原來的那個
[00:24:52.760 --> 00:24:57.280]  不能幫助他繼續上網
[00:24:57.280 --> 00:25:00.720]  去做他要做的事情
[00:25:00.720 --> 00:25:04.960]  他想到原來他說要第二天才可以幫他換這部機
[00:25:04.960 --> 00:25:07.040]  他很害怕
[00:25:07.040 --> 00:25:13.480]  他問我怎樣生活這四小時
[00:25:13.480 --> 00:25:16.440]  不知道你有沒有這個恐懼
[00:25:16.440 --> 00:25:18.600]  接著他問自己
[00:25:18.600 --> 00:25:21.400]  我與上帝的連線
[00:25:21.400 --> 00:25:23.800]  如果中斷一天
[00:25:23.800 --> 00:25:27.840]  我會不會那麼驚慌
[00:25:27.840 --> 00:25:30.480]  我與上帝的連線
[00:25:30.480 --> 00:25:32.960]  如果中斷一天
[00:25:32.960 --> 00:25:41.160]  有沒有那麼驚慌
[00:25:41.160 --> 00:25:43.360]  在詩篇的一百一十九篇
[00:25:43.360 --> 00:25:51.160]  作者他明白與神保持一個連繫的重要性
[00:25:51.160 --> 00:25:56.160]  他求神去教導他關於他的律例
[00:25:56.160 --> 00:26:01.720]  並且致給他悟性去明白上帝的律法
[00:26:01.720 --> 00:26:03.480]  他這樣說
[00:26:03.480 --> 00:26:05.960]  他說:瑤華
[00:26:05.960 --> 00:26:11.200]  求你將你的律例指教我
[00:26:11.200 --> 00:26:14.040]  我必遵守到底
[00:26:14.040 --> 00:26:16.120]  求你賜我悟性
[00:26:16.120 --> 00:26:19.280]  我便遵守你的律法
[00:26:19.280 --> 00:26:22.240]  且要一心遵守
[00:26:22.240 --> 00:26:24.400]  在詩篇一一九篇
[00:26:24.400 --> 00:26:29.080]  三十三至三十四節的經文
[00:26:29.080 --> 00:26:32.480]  接著他禱告表示
[00:26:32.480 --> 00:26:35.040]  願意全心去遵守
[00:26:35.040 --> 00:26:38.680]  遵行上帝的命令
[00:26:38.680 --> 00:26:40.720]  他有這個醒覺
[00:26:40.720 --> 00:26:44.320]  他不再看一些虛假的事情
[00:26:44.320 --> 00:26:47.960]  不再去依靠地上的事情
[00:26:47.960 --> 00:26:51.240]  藉著默想神的說話
[00:26:51.240 --> 00:26:54.720]  去實行神的吩咐
[00:26:54.720 --> 00:26:58.560]  保持與神的連線
[00:26:58.560 --> 00:27:02.000]  上帝已經將他的說話賜給我們每一個
[00:27:02.000 --> 00:27:04.560]  作為我們腳前的燈
[00:27:04.560 --> 00:27:06.200]  路上的光
[00:27:06.200 --> 00:27:08.680]  生活的指引
[00:27:08.680 --> 00:27:14.440]  求主親自去指引我們的生活
[00:27:14.440 --> 00:27:18.280]  信靠主成為一個新人
[00:27:18.280 --> 00:27:22.360]  就有主賜予新的價值觀
[00:27:22.360 --> 00:27:25.280]  去思念屬天的事
[00:27:25.280 --> 00:27:28.800]  與主親近立志去至死
[00:27:28.800 --> 00:27:31.000]  欲啟的庭獄
[00:27:31.000 --> 00:27:34.800]  在知識上不斷去更新
[00:27:34.800 --> 00:27:37.720]  讓我們屬靈生命有長進
[00:27:37.720 --> 00:27:41.000]  能夠充分去認識這位主
[00:27:41.000 --> 00:27:46.440]  和他建立親密的關係
[00:27:46.440 --> 00:27:58.480]  我們一起祈禱吧
[00:27:58.480 --> 00:28:00.920]  親愛的主耶穌
[00:28:00.920 --> 00:28:06.200]  到底我生活的優先是什麼呢?
[00:28:06.200 --> 00:28:09.920]  我緊張你還是緊張自己
[00:28:09.920 --> 00:28:13.600]  其他人的事情呢?
[00:28:13.600 --> 00:28:16.160]  你話語正正是教導
[00:28:16.160 --> 00:28:19.760]  齊醒我們成為新人
[00:28:19.760 --> 00:28:23.960]  去過一個新人的生活
[00:28:23.960 --> 00:28:26.600]  求主的靈
[00:28:26.600 --> 00:28:32.120]  繼續來教導我們自己
[00:28:32.120 --> 00:28:38.320]  讓我們的心歸向你 專注在你身上
[00:28:38.320 --> 00:28:41.560]  行在你心意當中
[00:28:41.560 --> 00:28:44.800]  成為你所喜悅的兒女
[00:28:44.800 --> 00:28:48.240]  以上的祈禱是奉耶穌基督的聖命求
[00:28:48.240 --> 00:28:49.240]  阿門
