
[00:00:00.000 --> 00:00:07.000]  不經不覺 今日已經是年晚
[00:26:10.000 --> 00:26:13.000]  求神感動你幫助我們
[00:26:13.000 --> 00:26:15.000]  我們用少許時間默想
[00:26:15.000 --> 00:26:33.000]  我們一起祈禱
[00:26:33.000 --> 00:26:37.000]  多謝你今天對我們講的說話
[00:26:37.000 --> 00:26:40.000]  求祢讓我們有一個
[00:26:40.000 --> 00:26:42.000]  開放的心
[00:26:42.000 --> 00:26:43.000]  熱切的心
[00:26:43.000 --> 00:26:45.000]  將神祢的話語放在心裡
[00:26:45.000 --> 00:26:47.000]  求神也施恩給我們
[00:26:47.000 --> 00:26:48.000]  讓我們在生活裡
[00:26:48.000 --> 00:26:50.000]  將所聽的、所學的
[00:26:50.000 --> 00:26:53.000]  將祢的話語能夠活出來
[00:26:53.000 --> 00:26:56.000]  願祢的名被高舉
[00:26:56.000 --> 00:26:59.000]  願祢得著當德的榮耀
[00:26:59.000 --> 00:27:01.000]  讓我們的生活
[00:27:01.000 --> 00:27:02.000]  能夠反映出
[00:27:02.000 --> 00:27:04.000]  我們是榮耀來的
[00:27:04.000 --> 00:27:05.000]  我們是愛來的
[00:27:05.000 --> 00:27:06.000]  敬畏來的
[00:27:06.000 --> 00:27:08.000]  多謝你聽我們的禱告
[00:27:08.000 --> 00:27:10.000]  我們這樣祈禱奉耶穌基督的聖名
