
[00:00:00.000 --> 00:00:06.000]  相信大家從新聞或者親戚朋友的消息裡
[00:28:05.500 --> 00:28:08.500]  這樣我們才能判別是非
[00:28:08.500 --> 00:28:15.500]  這樣我們才不會隨波逐流被世俗的標準影響了我們
[00:28:15.500 --> 00:28:20.500]  我們要在神的話語上建立我們的價值觀
[00:28:20.500 --> 00:28:24.500]  我們一起祈禱
[00:28:24.500 --> 00:28:29.500]  慈悲仁愛天父我們感謝祢向我們講說話
[00:28:29.500 --> 00:28:37.500]  求祢讓我們心裏常常以祢的教導為標準
[00:28:37.500 --> 00:28:41.500]  讓我們在祢的話語上用功
[00:28:41.500 --> 00:28:46.500]  讓我們在生活裏按著祢的指引而行
[00:28:46.500 --> 00:28:50.500]  我們願意為祢而活
[00:28:50.500 --> 00:28:55.500]  多謝祢教導我們多謝祢聽我們的禱告
[00:28:55.500 --> 00:28:57.500]  我們這樣祈禱奉耶穌基督的聖名
