
[00:00:00.000 --> 00:00:02.000]  各位電影姐妹早晨
[00:17:06.000 --> 00:17:08.000]  但說真的很不容易
[00:17:08.000 --> 00:17:10.000]  一個充滿罪惡的世代
[00:17:10.000 --> 00:17:13.000]  諾亞怎樣可以堅守呢
[00:17:13.000 --> 00:17:14.000]  我們經常說
[00:17:14.000 --> 00:17:16.000]  撒旦有些伎倆
[00:17:16.000 --> 00:17:18.000]  撒旦最喜歡的伎倆是什麼呢
[00:17:18.000 --> 00:17:19.000]  他最喜歡說的話就是
[00:17:19.000 --> 00:17:20.000]  你看看
[00:17:20.000 --> 00:17:23.000]  大家都是這樣
[00:17:23.000 --> 00:17:25.000]  大家都是這樣
[00:17:25.000 --> 00:17:26.000]  有時候我們鼓勵頂尖
[00:17:26.000 --> 00:17:27.000]  早點回來崇拜
[00:17:27.000 --> 00:17:28.000]  不要遲到
[00:17:28.000 --> 00:17:30.000]  誰都遲到
[00:17:30.000 --> 00:17:31.000]  你不說他
[00:17:31.000 --> 00:17:33.000]  某某都是這樣
[00:17:33.000 --> 00:17:34.000]  兄弟姊妹
[00:17:34.000 --> 00:17:36.000]  媽媽罰弟弟
[00:17:36.000 --> 00:17:38.000]  哥哥也是這樣
[00:17:38.000 --> 00:17:39.000]  喜歡怎樣
[00:17:39.000 --> 00:17:41.000]  拉著人家下水
[00:17:41.000 --> 00:17:42.000]  人家都是這樣
[00:17:42.000 --> 00:17:44.000]  我們教會的時候
[00:17:44.000 --> 00:17:46.000]  人家教會都是這樣
[00:17:46.000 --> 00:17:47.000]  很喜歡說
[00:17:47.000 --> 00:17:48.000]  人家都是這樣
[00:17:48.000 --> 00:17:50.000]  等下會小心比較
[00:17:50.000 --> 00:17:55.000]  你不要找一些比你差的人來比較
[00:17:55.000 --> 00:17:57.000]  在這個社會是不容易的
[00:17:57.000 --> 00:17:58.000]  著名的神學家
[00:17:58.000 --> 00:18:02.000]  我今天會引用他兩次說的話
[00:18:02.000 --> 00:18:03.000]  楊肥力
[00:18:03.000 --> 00:18:05.000]  菲利班時
[00:18:05.000 --> 00:18:09.000]  他說為何基督教信仰在今天這個世界
[00:18:09.000 --> 00:18:11.000]  特別是基督教的發源地
[00:18:11.000 --> 00:18:12.000]  中東的地方
[00:18:12.000 --> 00:18:13.000]  就是耶穌出生的地方
[00:18:13.000 --> 00:18:15.000]  之後去到今天的中東
[00:18:15.000 --> 00:18:16.000]  伊拉克
[00:18:16.000 --> 00:18:17.000]  敘利亞
[00:18:17.000 --> 00:18:18.000]  土耳其
[00:18:18.000 --> 00:18:23.000]  為何會成為一個抗拒最大的地方呢
[00:18:23.000 --> 00:18:25.000]  他引用另一個人
[00:18:25.000 --> 00:18:27.000]  一個社會學家
[00:18:27.000 --> 00:18:28.000]  法國的社會學家
[00:18:28.000 --> 00:18:29.000]  爾祿
[00:18:29.000 --> 00:18:32.000]  爾祿有一個發言
[00:18:32.000 --> 00:18:36.000]  他說原來當基督教信仰滲入社會的時候
[00:18:36.000 --> 00:18:40.000]  會產生和福音衝突的價值觀
[00:18:40.000 --> 00:18:42.000]  你覺得很奇怪
[00:18:42.000 --> 00:18:45.000]  基督教信仰滲入社會是好事
[00:18:45.000 --> 00:18:46.000]  我們也很想
[00:18:46.000 --> 00:18:49.000]  基督教的信仰應該進入這個社會
[00:18:49.000 --> 00:18:50.000]  人就跟著走
[00:18:50.000 --> 00:18:53.000]  但原來有時很危險
[00:18:53.000 --> 00:18:57.000]  反而會產生和福音衝突的價值觀
[00:18:57.000 --> 00:19:00.000]  他舉美國的例子
[00:19:00.000 --> 00:19:01.000]  他提到美國
[00:19:01.000 --> 00:19:04.000]  美國是以基督教立國
[00:19:04.000 --> 00:19:07.000]  提到美國人會想起甚麼呢
[00:19:07.000 --> 00:19:09.000]  人會想起財富
[00:19:09.000 --> 00:19:13.000]  美國人口只佔全世界百分之五
[00:19:13.000 --> 00:19:18.000]  但經濟的產量佔全世界的四分之一
[00:19:18.000 --> 00:19:22.000]  並且美國依然主導著世界金融的走勢
[00:19:22.000 --> 00:19:24.000]  美國有甚麼事發生
[00:19:24.000 --> 00:19:25.000]  全球就跟著
[00:19:25.000 --> 00:19:31.000]  近期大家就看著股市如何下跌
[00:19:31.000 --> 00:19:32.000]  第二
[00:19:32.000 --> 00:19:36.000]  想起美國的時候就會想起超級霸權
[00:19:36.000 --> 00:19:39.000]  美國經常要做一哥
[00:19:39.000 --> 00:19:42.000]  尤其是軍事的力量
[00:19:42.000 --> 00:19:44.000]  軍事的儲備
[00:19:44.000 --> 00:19:48.000]  他是全球23個國家的總和
[00:19:48.000 --> 00:19:51.000]  中國、俄羅斯、伊朗、北韓
[00:19:51.000 --> 00:19:52.000]  買的都不及他
[00:19:52.000 --> 00:19:55.000]  所以其他國家都要強起來
[00:19:55.000 --> 00:19:56.000]  第三
[00:19:56.000 --> 00:19:57.000]  想起美國
[00:19:57.000 --> 00:19:59.000]  人們會想起自由、人權
[00:19:59.000 --> 00:20:04.000]  但這些自由、人權慢慢走向放縱
[00:20:04.000 --> 00:20:06.000]  美國甚麼事都會發生
[00:20:06.000 --> 00:20:08.000]  淫亂的事最多
[00:20:08.000 --> 00:20:12.000]  為甚麼這個以基督教立國的地方
[00:20:12.000 --> 00:20:15.000]  為甚麼慢慢會產生和福音價值
[00:20:15.000 --> 00:20:18.000]  有衝突、有距離的事情
[00:20:18.000 --> 00:20:21.000]  還有這種價值呢
[00:20:21.000 --> 00:20:23.000]  原來就是不知不覺
[00:20:23.000 --> 00:20:25.000]  原來就是人都是這樣
[00:20:25.000 --> 00:20:27.000]  慢慢人都是這樣
[00:20:27.000 --> 00:20:29.000]  一直強調人權的時候
[00:20:29.000 --> 00:20:32.000]  沒有說到社會整體的責任
[00:20:32.000 --> 00:20:35.000]  我說可以就可以
[00:20:35.000 --> 00:20:37.000]  我應該做就做
[00:20:37.000 --> 00:20:39.000]  忘記了群體的責任
[00:20:39.000 --> 00:20:41.000]  上帝還是一個群體
[00:20:41.000 --> 00:20:42.000]  我們彼此有責任
[00:20:42.000 --> 00:20:44.000]  不可以我行我素
[00:20:44.000 --> 00:20:46.000]  所以人權不是最大
[00:20:46.000 --> 00:20:48.000]  我們要顧這個群體
[00:20:48.000 --> 00:20:52.000]  羅亞喺耶華眼前蒙恩
[00:20:52.000 --> 00:20:55.000]  他說在一個充滿罪惡的世代裏
[00:20:55.000 --> 00:20:58.000]  他堅持要走神的道路
[00:20:58.000 --> 00:21:00.000]  不單單不同流合污
[00:21:00.000 --> 00:21:01.000]  不灰心、不失望
[00:21:01.000 --> 00:21:04.000]  並且他選擇做一個正直的人
[00:21:04.000 --> 00:21:07.000]  在上帝面前誠實與上帝交往
[00:21:07.000 --> 00:21:09.000]  說真的來到香港都不容易
[00:21:09.000 --> 00:21:11.000]  我們信了耶穌之後
[00:21:11.000 --> 00:21:14.000]  其實有時都會不知不覺步入一種
[00:21:14.000 --> 00:21:17.000]  我們與耶穌的價值不相同
[00:21:17.000 --> 00:21:18.000]  我舉一個例子
[00:21:18.000 --> 00:21:22.000]  是上星期發生的
[00:21:22.000 --> 00:21:24.000]  完了星期六早堂之後
[00:21:24.000 --> 00:21:26.000]  有一個姐妹走來跟我說
[00:21:26.000 --> 00:21:29.000]  伍牧師,這個不是我們的會友
[00:21:29.000 --> 00:21:31.000]  他偶爾會回來
[00:21:31.000 --> 00:21:32.000]  或者都回來一段時間
[00:21:32.000 --> 00:21:34.000]  他說他信了主超過十年
[00:21:34.000 --> 00:21:35.000]  是一個很虔誠的基督徒
[00:21:35.000 --> 00:21:37.000]  這個是他自我介紹
[00:21:37.000 --> 00:21:39.000]  但我說我一定要反映一件事
[00:21:39.000 --> 00:21:40.000]  表達我的不滿
[00:21:40.000 --> 00:21:42.000]  為甚麼事不滿
[00:21:42.000 --> 00:21:44.000]  在我們的大堂
[00:21:44.000 --> 00:21:46.000]  崇拜全部都進來了
[00:21:46.000 --> 00:21:47.000]  像大家一樣
[00:21:47.000 --> 00:21:48.000]  遲到的都進來了
[00:21:48.000 --> 00:21:50.000]  但我們有一個遲到區
[00:21:50.000 --> 00:21:51.000]  弟兄姊妹我鼓勵你
[00:21:51.000 --> 00:21:53.000]  你做回來的不要坐遲到區
[00:21:53.000 --> 00:21:55.000]  留給那些真的遲到的人
[00:21:55.000 --> 00:21:58.000]  希望我們減低你準時那些人的騷擾
[00:21:58.000 --> 00:22:00.000]  他沒有進去禮堂
[00:22:00.000 --> 00:22:05.000]  坐在我們接待處的沙發那裡
[00:22:05.000 --> 00:22:07.000]  那裡我們不是預備給弟兄姊妹做崇拜
[00:22:07.000 --> 00:22:08.000]  因為很多人出入
[00:22:08.000 --> 00:22:10.000]  但我們有一個社區人士
[00:22:10.000 --> 00:22:11.000]  他是中道智障人士
[00:22:11.000 --> 00:22:13.000]  大大隻的女士
[00:22:13.000 --> 00:22:14.000]  他坐在那裡
[00:22:14.000 --> 00:22:15.000]  有時他會睡覺
[00:22:15.000 --> 00:22:16.000]  有時會衣衫不整
[00:22:16.000 --> 00:22:17.000]  我們就教他幫他
[00:22:17.000 --> 00:22:20.000]  他說為甚麼你教會可以容讓一個人
[00:22:20.000 --> 00:22:21.000]  坐在那裡習慣了
[00:22:21.000 --> 00:22:23.000]  好像當家一樣
[00:22:23.000 --> 00:22:25.000]  你教會變了
[00:22:25.000 --> 00:22:26.000]  變成中心
[00:22:26.000 --> 00:22:27.000]  我就說不是
[00:22:27.000 --> 00:22:29.000]  我們教會在那裡的時候
[00:22:29.000 --> 00:22:31.000]  基督教美人堂和美人中心的名字早就在那裡了
[00:22:31.000 --> 00:22:33.000]  那是證據
[00:22:33.000 --> 00:22:36.000]  接著說我們要開放服侍這個社區的人
[00:22:36.000 --> 00:22:38.000]  向我們的方向
[00:22:38.000 --> 00:22:39.000]  他不接納
[00:22:39.000 --> 00:22:41.000]  他說我以前也有奉獻在美人堂
[00:22:41.000 --> 00:22:43.000]  我現在不會奉獻在美人堂
[00:22:43.000 --> 00:22:44.000]  弟兄姊妹
[00:22:44.000 --> 00:22:47.000]  記得不要用你的奉獻威脅教會
[00:22:47.000 --> 00:22:51.000]  奉獻你和上帝之間的事
[00:22:51.000 --> 00:22:52.000]  我沒有機會再跟他說
[00:22:52.000 --> 00:22:53.000]  因為他已經走了
[00:22:53.000 --> 00:22:56.000]  為甚麼我們信了主之後
[00:22:56.000 --> 00:22:57.000]  會改變了一件事
[00:22:57.000 --> 00:22:59.000]  耶穌的價值是甚麼
[00:22:59.000 --> 00:23:02.000]  一個社區人士
[00:23:02.000 --> 00:23:05.000]  我已經告訴他他是智障的
[00:23:05.000 --> 00:23:06.000]  他進來
[00:23:06.000 --> 00:23:09.000]  他很需要我們接待他 關心他
[00:23:09.000 --> 00:23:11.000]  為甚麼不可以容納他
[00:23:11.000 --> 00:23:13.000]  只是坐在大堂
[00:23:13.000 --> 00:23:17.000]  也不行嗎
[00:23:17.000 --> 00:23:20.000]  他近日這個社區人士
[00:23:20.000 --> 00:23:21.000]  身體有點異味
[00:23:21.000 --> 00:23:23.000]  當時他沒有
[00:23:23.000 --> 00:23:24.000]  他近期不知道發生甚麼事
[00:23:24.000 --> 00:23:26.000]  身體有點異味
[00:23:26.000 --> 00:23:28.000]  真的很大味
[00:23:28.000 --> 00:23:31.000]  我們要噴這個空氣清新劑
[00:23:31.000 --> 00:23:33.000]  又要再想想那怎麼辦呢
[00:23:33.000 --> 00:23:37.000]  星期六又早堂 又有一群弟兄姊妹回來
[00:23:37.000 --> 00:23:39.000]  我們要想方法
[00:23:39.000 --> 00:23:40.000]  是不是趕走他
[00:23:40.000 --> 00:23:42.000]  不行
[00:23:42.000 --> 00:23:45.000]  前幾天我們的同工
[00:23:45.000 --> 00:23:47.000]  我們特別找了中心的社工
[00:23:47.000 --> 00:23:48.000]  來對上士了解關心
[00:23:48.000 --> 00:23:49.000]  究竟他住在哪裏
[00:23:49.000 --> 00:23:51.000]  可不可以找到他
[00:23:51.000 --> 00:23:53.000]  幫他處理一下衛生的問題
[00:23:53.000 --> 00:23:56.000]  四處搜尋
[00:23:56.000 --> 00:23:58.000]  有一天我們給他吃東西
[00:23:58.000 --> 00:23:59.000]  怕他沒吃東西
[00:23:59.000 --> 00:24:00.000]  哄他
[00:24:00.000 --> 00:24:01.000]  給他一盒曲奇餅
[00:24:01.000 --> 00:24:04.000]  不如我們送到你家探望你
[00:24:04.000 --> 00:24:05.000]  他拿了
[00:24:05.000 --> 00:24:06.000]  我們跟著他走
[00:24:06.000 --> 00:24:07.000]  走到公園那裏
[00:24:07.000 --> 00:24:08.000]  他坐下
[00:24:08.000 --> 00:24:09.000]  他有防範
[00:24:09.000 --> 00:24:13.000]  不想我們當他沒回家
[00:24:13.000 --> 00:24:16.000]  吃完之後他又繼續回來
[00:24:16.000 --> 00:24:18.000]  然後我們又再找資料
[00:24:18.000 --> 00:24:19.000]  找他
[00:24:19.000 --> 00:24:20.000]  終於找到
[00:24:20.000 --> 00:24:23.000]  知道他有在廣福一個中途宿舍
[00:24:23.000 --> 00:24:26.000]  但我們都找不到他家人
[00:24:26.000 --> 00:24:28.000]  仍然有異味 怎麼辦呢
[00:24:28.000 --> 00:24:29.000]  不是要趕走他
[00:24:29.000 --> 00:24:30.000]  我想到一個方法
[00:24:30.000 --> 00:24:32.000]  找我們中心的女童工
[00:24:32.000 --> 00:24:34.000]  麻煩買一套衣服給他
[00:24:34.000 --> 00:24:36.000]  買一些個人衛生用品給他
[00:24:36.000 --> 00:24:40.000]  鼓勵他回家要洗澡
[00:24:40.000 --> 00:24:42.000]  他不斷會重複說一些話
[00:24:42.000 --> 00:24:43.000]  有時他說
[00:24:43.000 --> 00:24:44.000]  保重
[00:24:44.000 --> 00:24:45.000]  平安
[00:24:45.000 --> 00:24:46.000]  保重
[00:24:46.000 --> 00:24:47.000]  平安
[00:24:47.000 --> 00:24:48.000]  我想到方法
[00:24:48.000 --> 00:24:49.000]  要訓練他
[00:24:49.000 --> 00:24:50.000]  洗澡
[00:24:50.000 --> 00:24:51.000]  洗頭
[00:24:51.000 --> 00:24:52.000]  我每一次見到他
[00:24:52.000 --> 00:24:53.000]  洗澡
[00:24:53.000 --> 00:24:54.000]  洗頭
[00:24:54.000 --> 00:24:56.000]  昨晚我見到他回來
[00:24:56.000 --> 00:24:57.000]  沒了那陣異味
[00:24:57.000 --> 00:24:59.000]  頭還有一點點
[00:24:59.000 --> 00:25:01.000]  今早我又見到他
[00:25:01.000 --> 00:25:02.000]  洗澡
[00:25:02.000 --> 00:25:03.000]  他笑
[00:25:03.000 --> 00:25:04.000]  洗了
[00:25:04.000 --> 00:25:10.000]  我們教會很容易
[00:25:10.000 --> 00:25:13.000]  很容易會不滿那些
[00:25:13.000 --> 00:25:16.000]  不及理的人
[00:25:16.000 --> 00:25:18.000]  教會的價值是甚麼呢
[00:25:18.000 --> 00:25:19.000]  我們幫那些
[00:25:19.000 --> 00:25:23.000]  跟你地步不同的人
[00:25:23.000 --> 00:25:24.000]  不只是說他們不好
[00:25:24.000 --> 00:25:25.000]  幫他們
[00:25:25.000 --> 00:25:27.000]  由他們的地步開始走
[00:25:27.000 --> 00:25:30.000]  他會進步
[00:25:30.000 --> 00:25:31.000]  中產的教會
[00:25:31.000 --> 00:25:32.000]  經常被人批評
[00:25:32.000 --> 00:25:33.000]  很危險
[00:25:33.000 --> 00:25:36.000]  求主幫我們敏恩堂
[00:25:36.000 --> 00:25:39.000]  抵擋著那些紅牛
[00:25:39.000 --> 00:25:42.000]  堅持要走上帝要我們走的道路
[00:25:42.000 --> 00:25:44.000]  羅亞他是怎樣呢
[00:25:44.000 --> 00:25:46.000]  我說為甚麼可以這樣
[00:25:46.000 --> 00:25:47.000]  因為他是一個異人
[00:25:47.000 --> 00:25:48.000]  完全人
[00:25:48.000 --> 00:25:50.000]  他與神同行
[00:25:50.000 --> 00:25:51.000]  他正在走上帝要他走的路
[00:25:51.000 --> 00:25:52.000]  不單單這樣
[00:25:52.000 --> 00:25:53.000]  不要停在那裏
[00:25:53.000 --> 00:25:54.000]  停在甚麼呢
[00:25:54.000 --> 00:25:55.000]  他是蒙簡選的
[00:25:55.000 --> 00:25:57.000]  上帝說他患有羅亞罪
[00:25:57.000 --> 00:25:58.000]  而在眼前蒙恩
[00:25:58.000 --> 00:25:59.000]  他怎樣蒙恩呢
[00:25:59.000 --> 00:26:01.000]  他被簡選
[00:26:01.000 --> 00:26:02.000]  做甚麼呢
[00:26:02.000 --> 00:26:03.000]  第十節
[00:26:03.000 --> 00:26:05.000]  羅亞生了三個兒子
[00:26:05.000 --> 00:26:08.000]  就是閃含雅弗
[00:26:08.000 --> 00:26:10.000]  世界在神面前敗壞
[00:26:10.000 --> 00:26:11.000]  地上充滿了強暴
[00:26:11.000 --> 00:26:13.000]  神觀看世界
[00:26:13.000 --> 00:26:15.000]  見事敗壞了
[00:26:15.000 --> 00:26:18.000]  凡有血氣的人在地上都敗壞了行為
[00:26:18.000 --> 00:26:19.000]  神就對羅亞說
[00:26:19.000 --> 00:26:20.000]  凡有血氣的人
[00:26:20.000 --> 00:26:22.000]  他的盡頭已經來到我面前
[00:26:22.000 --> 00:26:24.000]  因為地上滿了他們的強暴
[00:26:24.000 --> 00:26:27.000]  我要將他們和地一併毀滅
[00:26:27.000 --> 00:26:29.000]  你他要怎樣呢
[00:26:29.000 --> 00:26:33.000]  你他要用戈飛木做一隻方舟
[00:26:33.000 --> 00:26:35.000]  分一間一間這樣做
[00:26:35.000 --> 00:26:37.000]  裏外要抹上松香
[00:26:37.000 --> 00:26:39.000]  方舟的做法乃是這樣
[00:26:39.000 --> 00:26:40.000]  要長三百爪
[00:26:40.000 --> 00:26:42.000]  寬五十爪
[00:26:42.000 --> 00:26:43.000]  高三十爪
[00:26:43.000 --> 00:26:47.000]  方舟上邊要留透光處
[00:26:47.000 --> 00:26:48.000]  高一爪
[00:26:48.000 --> 00:26:50.000]  方舟的門要開在旁邊
[00:26:50.000 --> 00:26:53.000]  方舟要分上中下
[00:26:53.000 --> 00:26:55.000]  中下三層
[00:26:55.000 --> 00:26:56.000]  這裏說的尺寸
[00:26:56.000 --> 00:26:57.000]  有時對我們很陌生
[00:26:57.000 --> 00:26:58.000]  聖經的度量衡
[00:26:58.000 --> 00:27:00.000]  不是我們慣用一爪
[00:27:00.000 --> 00:27:01.000]  知道是怎樣嗎
[00:27:01.000 --> 00:27:02.000]  拳頭到這裏
[00:27:02.000 --> 00:27:05.000]  大概一般當一尺半
[00:27:05.000 --> 00:27:06.000]  即是十八寸
[00:27:06.000 --> 00:27:07.000]  或者有些人十七寸
[00:27:07.000 --> 00:27:09.000]  當十八寸
[00:27:09.000 --> 00:27:10.000]  即是多大呢
[00:27:10.000 --> 00:27:11.000]  非常之好
[00:27:11.000 --> 00:27:13.000]  香港馬灣公園
[00:27:13.000 --> 00:27:15.000]  那隻羅亞方舟
[00:27:15.000 --> 00:27:18.000]  是一比一的比例做的
[00:27:18.000 --> 00:27:20.000]  就是這麼大
[00:27:20.000 --> 00:27:21.000]  聖經沒有記載羅亞
[00:27:21.000 --> 00:27:24.000]  用了多長時間做
[00:27:24.000 --> 00:27:26.000]  我們不知道用了多久
[00:27:26.000 --> 00:27:27.000]  但你可以想像
[00:27:27.000 --> 00:27:30.000]  一定不是一頭半個月
[00:27:30.000 --> 00:27:31.000]  你家裏裝修
[00:27:31.000 --> 00:27:33.000]  也不止一頭半個月
[00:27:33.000 --> 00:27:34.000]  你做一架模型
[00:27:34.000 --> 00:27:36.000]  你砌那些模型
[00:27:36.000 --> 00:27:37.000]  有很多頂尖妹
[00:27:37.000 --> 00:27:38.000]  喜歡砌Lego
[00:27:38.000 --> 00:27:39.000]  那些模型
[00:27:39.000 --> 00:27:40.000]  無論超人也好
[00:27:40.000 --> 00:27:42.000]  那些遊艇也好
[00:27:42.000 --> 00:27:43.000]  甚至Puzzle也好
[00:27:43.000 --> 00:27:45.000]  你砌了多少天
[00:27:45.000 --> 00:27:47.000]  計算不到
[00:27:47.000 --> 00:27:49.000]  做一架這麼大的方舟
[00:27:49.000 --> 00:27:51.000]  我繼續看下去
[00:27:51.000 --> 00:27:52.000]  再幫大家計算一下
[00:27:52.000 --> 00:27:53.000]  先看完
[00:27:53.000 --> 00:27:54.000]  十七字
[00:27:54.000 --> 00:27:57.000]  「瓜漢啊!我要洗洪水泛濫在地上
[00:27:57.000 --> 00:27:58.000]  毀滅天下
[00:27:58.000 --> 00:28:01.000]  凡地上有血肉有氣息的活物
[00:28:01.000 --> 00:28:02.000]  無一不死
[00:28:02.000 --> 00:28:03.000]  我卻要與你立約
[00:28:03.000 --> 00:28:06.000]  你和你的妻與兒子兒婦
[00:28:06.000 --> 00:28:08.000]  都要進入方舟
[00:28:08.000 --> 00:28:10.000]  凡有血肉的活物
[00:28:10.000 --> 00:28:11.000]  每樣兩個
[00:28:11.000 --> 00:28:12.000]  一公一母
[00:28:12.000 --> 00:28:13.000]  你要帶進方舟
[00:28:13.000 --> 00:28:15.000]  好在你那裏保存生命
[00:28:15.000 --> 00:28:17.000]  飛了各重其類
[00:28:17.000 --> 00:28:19.000]  生畜各重其類
[00:28:19.000 --> 00:28:20.000]  地上的昆蟲
[00:28:20.000 --> 00:28:21.000]  各重其類
[00:28:21.000 --> 00:28:22.000]  每樣兩個
[00:28:22.000 --> 00:28:24.000]  要到你那裏
[00:28:24.000 --> 00:28:26.000]  好保存生命
[00:28:26.000 --> 00:28:28.000]  你要拿各樣食物
[00:28:28.000 --> 00:28:29.000]  積蓄起來
[00:28:29.000 --> 00:28:31.000]  好作你和他們的食物
[00:28:31.000 --> 00:28:33.000]  羅亞就這樣行
[00:28:33.000 --> 00:28:34.000]  凡神所吩咐的
[00:28:34.000 --> 00:28:36.000]  他都照樣行了」
[00:28:36.000 --> 00:28:38.000]  讀得很快
[00:28:38.000 --> 00:28:40.000]  你看羅亞進行得很快
[00:28:40.000 --> 00:28:42.000]  這樣就做了
[00:28:42.000 --> 00:28:46.000]  用了多少時間呢?
[00:28:46.000 --> 00:28:48.000]  五章三十二節
[00:28:48.000 --> 00:28:51.000]  羅亞活到五百歲
[00:28:51.000 --> 00:28:55.000]  就生了閃、含和瓦忽
[00:28:55.000 --> 00:29:00.000]  究竟羅亞生閃、含、瓦忽的時候
[00:29:00.000 --> 00:29:02.000]  不是一年生三胞胎呢?
[00:29:02.000 --> 00:29:03.000]  不是
[00:29:03.000 --> 00:29:05.000]  聖經的寫法是從簡
[00:29:05.000 --> 00:29:06.000]  總之在那年開始
[00:29:06.000 --> 00:29:08.000]  他三個兒子就出生了
[00:29:08.000 --> 00:29:09.000]  一年生一個也好
[00:29:09.000 --> 00:29:10.000]  兩年生一個也好
[00:29:10.000 --> 00:29:12.000]  三年生一個也好
[00:29:12.000 --> 00:29:14.000]  總之就是那個時代
[00:29:14.000 --> 00:29:17.000]  羅亞五百歲的時候生兒子
[00:29:17.000 --> 00:29:20.000]  什麼時候進方舟呢?
[00:29:20.000 --> 00:29:22.000]  七章十一節告訴你
[00:29:22.000 --> 00:29:26.000]  當羅亞六百歲的時候
[00:29:26.000 --> 00:29:29.000]  二月十七日那一天
[00:29:29.000 --> 00:29:32.000]  大淵的泉源都裂開了
[00:29:32.000 --> 00:29:36.000]  天上的窗戶也闖開了
[00:29:36.000 --> 00:29:38.000]  就是說從羅亞生兒子
[00:29:38.000 --> 00:29:40.000]  到洪水氾濫的時候
[00:29:40.000 --> 00:29:42.000]  距離多久?
[00:29:42.000 --> 00:29:43.000]  一百年
[00:29:43.000 --> 00:29:46.000]  如果我們繼續
[00:29:46.000 --> 00:29:48.000]  聖經所說
[00:29:48.000 --> 00:29:52.000]  上帝和羅亞納曰
[00:29:52.000 --> 00:29:55.000]  你和你的妻子
[00:29:55.000 --> 00:29:57.000]  和你的兒子和兒婦
[00:29:57.000 --> 00:30:00.000]  應該兒子都長大了
[00:30:00.000 --> 00:30:02.000]  有老婆了
[00:30:02.000 --> 00:30:05.000]  在那一百年間
[00:30:05.000 --> 00:30:06.000]  他聽到這個吩咐
[00:30:06.000 --> 00:30:08.000]  就做這個方舟
[00:30:08.000 --> 00:30:10.000]  沒有一百年
[00:30:10.000 --> 00:30:13.000]  也有幾十年的時間
[00:30:13.000 --> 00:30:14.000]  沒有幾十年
[00:30:14.000 --> 00:30:17.000]  或許也要十年八載的時間
[00:30:17.000 --> 00:30:18.000]  你還要想那些木頭
[00:30:18.000 --> 00:30:19.000]  不是已經預備好
[00:30:19.000 --> 00:30:21.000]  你在大陸訂就行了
[00:30:21.000 --> 00:30:22.000]  不是
[00:30:22.000 --> 00:30:25.000]  你要斬柴的
[00:30:25.000 --> 00:30:27.000]  你想想生竹之後
[00:30:27.000 --> 00:30:29.000]  我們要收那些樹
[00:30:29.000 --> 00:30:30.000]  收多久?
[00:30:30.000 --> 00:30:33.000]  還有那麼多人力物力都收不及
[00:30:33.000 --> 00:30:35.000]  羅亞一個人去做
[00:30:35.000 --> 00:30:37.000]  有沒有說他老婆會幫忙?
[00:30:37.000 --> 00:30:38.000]  兒媳婦會幫忙?
[00:30:38.000 --> 00:30:39.000]  沒有說
[00:30:39.000 --> 00:30:41.000]  所以不短的日子
[00:30:41.000 --> 00:30:42.000]  他就堅持
[00:30:42.000 --> 00:30:44.000]  還有一些說羅亞故事的人
[00:30:44.000 --> 00:30:45.000]  眾人就會笑他
[00:30:45.000 --> 00:30:48.000]  做一艘那麼大的船做什麼?
[00:30:48.000 --> 00:30:49.000]  這個堅持不容易
[00:30:49.000 --> 00:30:51.000]  還要是
[00:30:51.000 --> 00:30:52.000]  你看他
[00:30:52.000 --> 00:30:54.000]  上帝吩咐他要將
[00:30:54.000 --> 00:30:56.000]  沒有滅絕
[00:30:56.000 --> 00:30:58.000]  生竹、飛鳥
[00:30:58.000 --> 00:30:59.000]  一對一對帶進來
[00:30:59.000 --> 00:31:00.000]  你又想想
[00:31:00.000 --> 00:31:01.000]  想像一下
[00:31:01.000 --> 00:31:04.000]  我們有些想像力讀聖經
[00:31:04.000 --> 00:31:07.000]  究竟羅亞怎樣找一對大象
[00:31:07.000 --> 00:31:09.000]  走進方舟呢?
[00:31:09.000 --> 00:31:11.000]  他又怎樣找一對老虎獅子
[00:31:11.000 --> 00:31:13.000]  走進方舟呢?
[00:31:13.000 --> 00:31:15.000]  他又怎樣捉那兩隻長頸鹿
[00:31:15.000 --> 00:31:17.000]  一公一馬的
[00:31:17.000 --> 00:31:19.000]  走進去呢?
[00:31:19.000 --> 00:31:21.000]  還有昆蟲
[00:31:21.000 --> 00:31:23.000]  地上爬行的那些
[00:31:23.000 --> 00:31:25.000]  怎樣捉進去呢?
[00:31:25.000 --> 00:31:27.000]  還有飛鳥
[00:31:27.000 --> 00:31:29.000]  飛去天空捉嗎?
[00:31:29.000 --> 00:31:31.000]  還是找個龍吸引牠來呢?
[00:31:31.000 --> 00:31:33.000]  想像一下
[00:31:33.000 --> 00:31:35.000]  究竟要多久?
[00:31:35.000 --> 00:31:37.000]  去的時候不是個個乖乖排隊嗎?
[00:31:37.000 --> 00:31:39.000]  看羅亞方舟就是這樣
[00:31:39.000 --> 00:31:40.000]  一對一對的
[00:31:40.000 --> 00:31:41.000]  多乖啊!
[00:31:41.000 --> 00:31:42.000]  不走失的
[00:31:42.000 --> 00:31:43.000]  想像一下我們趕上旅遊巴
[00:31:43.000 --> 00:31:45.000]  你都走不掉了
[00:31:45.000 --> 00:31:47.000]  究竟要多久?
[00:31:47.000 --> 00:31:49.000]  怎樣堅持?
[00:31:49.000 --> 00:31:51.000]  這樣讀聖經
[00:31:51.000 --> 00:31:52.000]  是很有趣味的
