
[00:00:00.000 --> 00:00:03.680]  我們中國人有一句話叫天人合一
[00:23:17.440 --> 00:23:23.640]  包括你所在的城市,為你的同胞來認罪與禱告
[00:23:23.640 --> 00:23:29.640]  雖然尼西米他的國家人民因為犯罪背逆神而受罰
[00:23:29.640 --> 00:23:33.040]  但是尼西米他沒有獨善其身
[00:23:33.040 --> 00:23:36.840]  而是與他的國家,與他的人民來認同
[00:23:36.840 --> 00:23:40.640]  他們犯罪就等於他自己也犯罪
[00:23:40.640 --> 00:23:48.440]  在耶利尼書也有一句這樣的話
[00:23:48.440 --> 00:23:52.640]  上帝教導那些被擄的猶太人
[00:23:52.640 --> 00:23:57.040]  他說我把你們擄到的那城,你們要為他求平安
[00:23:57.040 --> 00:24:03.240]  為他向吆喝祈禱,因為他得平安,你們也得平安
[00:24:03.240 --> 00:24:09.040]  因此我們要為我們自己所在的地方求平安
[00:24:09.040 --> 00:24:11.640]  我們要為香港來求平安
[00:24:11.640 --> 00:24:19.040]  我們也要為我們的國家,為中國,為我們的同胞來禱告
[00:24:19.040 --> 00:24:24.240]  希望我們的城市,我們的國家都能夠歸向上帝
[00:24:24.240 --> 00:24:28.440]  不再犯罪得罪神
[00:24:28.440 --> 00:24:32.440]  第三,我們要在職場做美好的見證
[00:24:32.440 --> 00:24:36.440]  基督徒如何在職場做美好見證呢?
[00:24:36.440 --> 00:24:40.240]  我們需要來檢視自己的工作的態度
[00:24:40.240 --> 00:24:43.240]  我在職場上我的態度是怎麼樣呢?
[00:24:43.240 --> 00:24:45.240]  我有沒有盡忠職守?
[00:24:45.240 --> 00:24:49.640]  我有沒有對我的公司,對我的老闆忠誠?
[00:24:49.640 --> 00:24:55.640]  還是我工作只是暗贓工作,得過且過呢?
[00:24:55.640 --> 00:24:59.240]  另外我們也要檢視職場的人際關係
[00:24:59.240 --> 00:25:06.240]  有些基督徒告訴我,我在公司裡面是不會告訴別人我是基督徒的
[00:25:06.240 --> 00:25:09.640]  也不太願意跟別人交往的
[00:25:09.640 --> 00:25:14.040]  每一次都是獨行俠,中午吃飯也就一個人吃
[00:25:14.040 --> 00:25:17.040]  從來都不太想跟別人交往
[00:25:17.040 --> 00:25:18.840]  那我覺得這是不好的
[00:25:18.840 --> 00:25:26.240]  那你如果這樣子的話,你怎麼來向神,為神來做見證呢?
[00:25:26.240 --> 00:25:33.240]  所以我希望我們每個基督徒都讓職場成為我們榮耀神的平台
[00:25:33.240 --> 00:25:39.240]  好,最後我想大家我們檢視一下我們的生活
[00:25:39.240 --> 00:25:41.240]  你的家庭關係怎麼樣?
[00:25:41.240 --> 00:25:43.840]  你的職場的關係怎麼樣?
[00:25:43.840 --> 00:25:48.240]  你跟弟兄姊妹,教會弟兄姊妹的關係怎麼樣?
[00:25:48.240 --> 00:25:53.240]  你跟其他身邊的人的關係怎麼樣?
[00:25:53.240 --> 00:25:59.240]  華裏克牧師Vic Warren他曾經說這樣一句話
[00:25:59.240 --> 00:26:06.240]  God is most glorified in us when we most fully reflect the whole will of God
[00:26:06.240 --> 00:26:10.240]  with the deep love of God, in the living spirit of God
[00:26:10.240 --> 00:26:13.240]  我把這句話稍微翻譯一下
[00:26:13.240 --> 00:26:20.240]  當你全然活出上帝的旨意,就是你活在聖靈裡
[00:26:20.240 --> 00:26:23.240]  並且讓神的大愛充滿你的時候
[00:26:23.240 --> 00:26:27.240]  也就是你生命最榮耀神的時候
[00:26:27.240 --> 00:26:33.240]  我也曾經聽人說,他說你生活最榮耀神的時候
[00:26:33.240 --> 00:26:38.240]  也就是你的心靈最喜樂最滿足的時候
[00:26:38.240 --> 00:26:41.240]  我希望我們可以彼此的來勉勵
[00:26:41.240 --> 00:26:46.240]  認真的在每一天的生活當中與神親密同行
[00:26:46.240 --> 00:26:48.240]  建立美好的關係
[00:26:48.240 --> 00:26:51.240]  如果我們跟神有美好的關係
[00:26:51.240 --> 00:26:54.240]  那麼無論我們是跟誰人的關係
[00:26:54.240 --> 00:26:58.240]  我們都會游刃有餘,八面玲瓏
[00:26:58.240 --> 00:27:01.240]  在各種的關係當中榮耀上帝
[00:27:01.240 --> 00:27:07.240]  活出像尼西米一樣,一種天人合一的生命
[00:27:07.240 --> 00:27:09.240]  讓我們一同低頭禱告
[00:27:13.240 --> 00:27:18.240]  親愛的主,我們感謝你,今天你藉著尼西米的生命來鼓勵我們
[00:27:18.240 --> 00:27:20.240]  主啊,願你幫助我們
[00:27:20.240 --> 00:27:24.240]  你賜給我們一顆愛國愛同胞的心
[00:27:24.240 --> 00:27:27.240]  也賜給我們一個願意的心
[00:27:27.240 --> 00:27:31.240]  在我們的職場上好好的為主來做見證
[00:27:31.240 --> 00:27:35.240]  我們更求神,你幫助我們有一顆渴慕你的心
[00:27:35.240 --> 00:27:39.240]  因為我們知道,唯有我們愛上帝的時候
[00:27:39.240 --> 00:27:42.240]  我們才有愛的力量,愛我們身邊的人
[00:27:42.240 --> 00:27:45.240]  也有能力在我們每天的生活當中
[00:27:45.240 --> 00:27:48.240]  活出上帝你對我們的旨意
[00:27:48.240 --> 00:27:53.240]  主啊,願我們今天在你面前再次勵志的時候
[00:27:53.240 --> 00:27:57.240]  你兼顧我們,你幫助我們,你悅納我們
[00:27:57.240 --> 00:28:00.240]  我們同心禱告,奉主耶穌基督的名求
[00:28:00.240 --> 00:28:01.240]  Amen
