
[00:00:00.000 --> 00:00:05.880]  有機會與大英姊妹在ub的大英姊妹一起能夠在線上崇拜
[00:23:23.240 --> 00:23:25.320]  這也就是路加封第四章
[00:23:25.320 --> 00:23:26.760]  耶穌基督說的話
[00:23:26.760 --> 00:23:28.920]  以色列有大把大麻風
[00:23:28.920 --> 00:23:33.400]  神無依次 依次一個奶萬這樣的掌棍
[00:23:33.400 --> 00:23:37.480]  當我們以為可以憑著自己能力的時候
[00:23:37.480 --> 00:23:39.800]  忘記神救贖的恩典
[00:23:39.800 --> 00:23:43.000]  以色列人就有這樣的試探
[00:23:43.000 --> 00:23:46.200]  我看回一段聖經
[00:23:46.200 --> 00:23:50.600]  是以利沙扎被拒僕人的說話
[00:23:50.600 --> 00:23:52.920]  說到第二十六節
[00:23:52.920 --> 00:23:54.840]  那人下車轉回迎接你的時候
[00:23:54.840 --> 00:23:57.080]  我心喜沒有許嗎
[00:23:57.080 --> 00:24:00.280]  豈是受銀紙衣服
[00:24:00.280 --> 00:24:05.000]  橄欖圓 葡萄圓 牛羊 奴婢的時候呢
[00:24:05.000 --> 00:24:07.240]  為什麼罵得這麼盡
[00:24:07.240 --> 00:24:09.080]  僕人是拿銀紙衣服等等
[00:24:09.080 --> 00:24:15.960]  沒有說葡萄圓 橄欖圓 牛羊 奴婢那麼多
[00:24:15.960 --> 00:24:18.840]  為什麼一次過罵那麼多
[00:24:18.840 --> 00:24:22.040]  以利沙扎沒有拿那麼多東西
[00:24:22.040 --> 00:24:27.000]  奶萬也不會拿葡萄圓的契約
[00:24:27.000 --> 00:24:29.560]  去給他
[00:24:29.560 --> 00:24:31.720]  為什麼罵得這麼詳細
[00:24:31.720 --> 00:24:38.760]  和這麼長的一個系列呢
[00:24:38.760 --> 00:24:40.520]  不能夠解釋
[00:24:40.520 --> 00:24:44.920]  除非你去到撒姆爾記上第八章
[00:24:44.920 --> 00:24:46.520]  就是說黃和先知關係
[00:24:46.520 --> 00:24:48.600]  這些關係在第八章開始了
[00:24:48.600 --> 00:24:51.000]  就是以色列人要求一個王治理他們
[00:24:51.000 --> 00:24:53.240]  撒姆爾心中大大不悅
[00:24:53.240 --> 00:24:55.400]  耶和華就說你不需要不開心
[00:24:55.400 --> 00:24:56.920]  他們不是厭棄你
[00:24:56.920 --> 00:24:59.960]  是厭棄我做他們的王
[00:24:59.960 --> 00:25:01.640]  撒姆爾就警告以色列人
[00:25:01.640 --> 00:25:03.480]  你真的想有個王治理他們
[00:25:03.480 --> 00:25:05.640]  你忘記了耶和華是你們的王
[00:25:05.640 --> 00:25:07.080]  你想好像外邦人一樣
[00:25:07.080 --> 00:25:08.040]  有王治理他們
[00:25:08.040 --> 00:25:10.440]  外邦人的王是怎樣的
[00:25:10.440 --> 00:25:13.160]  外邦人的王會娶去你們最好的田地
[00:25:13.160 --> 00:25:15.240]  葡萄園 橄欖園
[00:25:15.240 --> 00:25:20.680]  之後說神婆下面是說成為僕人奴婢等等
[00:25:20.680 --> 00:25:24.600]  這些是外邦的王要做的事
[00:25:24.600 --> 00:25:29.400]  但是先知的僕人做的事
[00:25:29.400 --> 00:25:34.600]  就跟對外邦人的王所做的一樣
[00:25:34.600 --> 00:25:39.320]  欺壓 搶掠
[00:25:39.320 --> 00:25:46.200]  成為了外邦制度的一些代表
[00:25:46.200 --> 00:25:48.680]  神話這個不是我心所欺愿
[00:25:48.680 --> 00:25:50.680]  你做的不單只是外邦人
[00:25:50.680 --> 00:25:57.800]  還成為了外邦人的王欺壓制度所做的事
[00:25:57.800 --> 00:26:03.160]  主僕關係不可以搞亂
[00:26:03.160 --> 00:26:08.120]  如果認定先知背後的上帝是我們生命的主的時候
[00:26:08.120 --> 00:26:11.400]  我們就認定我們不是我們今天的王
[00:26:11.400 --> 00:26:15.000]  聖誕節的信息是今天掌權的王
[00:26:15.000 --> 00:26:22.440]  會受到另外一個國度來臨的挑戰
[00:26:22.440 --> 00:26:25.400]  我們已經不是這個國的公民
[00:26:25.400 --> 00:26:27.960]  讓我們在聖誕節的時候紀念
[00:26:27.960 --> 00:26:30.520]  敬拜我們獨一的真神
[00:26:30.520 --> 00:26:35.240]  將自己心中的王位交出
[00:26:35.240 --> 00:26:40.760]  以致我們這個僕人能夠被神用了象去改變世界
[00:26:40.760 --> 00:26:45.080]  一爭成為主人的時候
[00:26:45.080 --> 00:26:50.680]  我們就代表了外邦人王欺壓的制度
[00:26:50.680 --> 00:26:55.160]  先知提醒我們敬拜獨一的真神
[00:26:55.160 --> 00:26:59.320]  不要忘記誰是以色列軍隊的元帥
[00:26:59.320 --> 00:27:02.680]  讓今年的聖誕節會成為我們的提醒
[00:27:02.680 --> 00:27:10.120]  當世界在疫情裡面似乎要走下一步走出來的時候
[00:27:10.120 --> 00:27:11.960]  當我們還原的時候
[00:27:11.960 --> 00:27:16.520]  我們嘗試能夠拿回我們近時失去的東西
[00:27:16.520 --> 00:27:18.600]  讓神提醒我們
[00:27:18.600 --> 00:27:21.880]  我們已經不是屬於這個地上的國度
[00:27:21.880 --> 00:27:25.800]  讓聖誕節提醒我們敬拜獨一的王
[00:27:25.800 --> 00:27:27.080]  我們願不願意這樣做?
[00:27:27.080 --> 00:27:29.640]  我們低頭祈禱
[00:27:29.640 --> 00:27:33.080]  超越天父我們想感謝和讚美祢的說話提醒我們
[00:27:33.080 --> 00:27:35.720]  讓我們今年的聖誕節敬拜獨一的真神
[00:27:35.720 --> 00:27:39.000]  在神面前認定自己是一個僕人
[00:27:39.000 --> 00:27:41.000]  唯獨依靠萬軍之野
[00:27:41.000 --> 00:27:42.840]  以色列軍隊的元帥
[00:27:42.840 --> 00:27:46.040]  以致我們能夠在遠遠的人身上
[00:27:46.040 --> 00:27:48.120]  見到神自己能力的彰顯
[00:27:48.120 --> 00:27:50.520]  為祢的說話我們獻上感謝和讚美
[00:27:50.520 --> 00:27:53.080]  為祢導誠肉身
[00:27:53.080 --> 00:27:55.880]  我們獻上感謝和讚美
[00:27:55.880 --> 00:27:58.200]  讓我們有合適的回應
[00:27:58.200 --> 00:27:59.800]  感激了風尊平和
[00:27:59.800 --> 00:28:00.280]  阿們
