
[00:00:00.000 --> 00:00:01.840]  (主席)各位頂子妹平安
[00:21:06.080 --> 00:21:10.280]  包括上帝的本體、本質、本性和能力
[00:21:10.280 --> 00:21:13.480]  耶穌已經將這些東西告訴門徒
[00:21:13.480 --> 00:21:15.480]  門徒也領受了
[00:21:15.480 --> 00:21:18.680]  但是門徒始終未親身經歷
[00:21:18.680 --> 00:21:22.080]  這個世界給他們的嚴峻考驗
[00:21:22.080 --> 00:21:24.280]  尤其是當沒有了耶穌基督之後
[00:21:24.280 --> 00:21:27.080]  他們要自己承受這個嚴重的考驗
[00:21:27.080 --> 00:21:29.080]  他們未試過
[00:21:29.080 --> 00:21:32.280]  所以耶穌就為他們祈禱
[00:21:32.280 --> 00:21:35.480]  希望這些門徒能夠合而為一
[00:21:35.480 --> 00:21:39.480]  能夠以真理將自己分別為聖
[00:21:39.480 --> 00:21:41.680]  做到入世而不熟世
[00:21:41.680 --> 00:21:46.080]  免除很多或避過很多撒旦的誘惑
[00:21:46.080 --> 00:21:50.480]  這樣,這些門徒才能夠肩負起
[00:21:50.480 --> 00:21:55.280]  耶穌所託付他們的大使命
[00:21:55.280 --> 00:21:56.680]  各位頂子妹
[00:21:56.680 --> 00:21:59.880]  今天是基督化家庭主日
[00:21:59.880 --> 00:22:01.480]  這段的禱文
[00:22:01.480 --> 00:22:04.480]  雖然是說夫子耶穌
[00:22:04.480 --> 00:22:05.880]  就是老師耶穌
[00:22:05.880 --> 00:22:07.880]  為自己的學生
[00:22:07.880 --> 00:22:10.080]  這班門徒來祈禱
[00:22:10.080 --> 00:22:11.680]  但是當中的心情
[00:22:11.680 --> 00:22:14.080]  猶如父母對孩子
[00:22:14.080 --> 00:22:16.880]  對心愛的孩子的心聲
[00:22:16.880 --> 00:22:19.480]  所以當我們懷著這個心情
[00:22:19.480 --> 00:22:23.480]  來讀入這段經文的話
[00:22:23.480 --> 00:22:26.280]  相信尤其作父母的你
[00:22:26.280 --> 00:22:30.680]  一定會有另一番的體會和感受
[00:22:30.680 --> 00:22:36.680]  最後,我謹祝在座的媽媽
[00:22:36.680 --> 00:22:38.880]  母親節快樂
