
[00:00:00.000 --> 00:00:03.080]  那今天我要跟大家簡短的思想
[00:19:53.260 --> 00:19:54.520]  慈雲禮
[00:19:54.520 --> 00:19:56.640]  跟瑞士的關係
[00:19:56.640 --> 00:20:03.600]  神 跟人類社會的幸福
[00:20:03.600 --> 00:20:05.380]  有沒有關係 有
[00:20:05.380 --> 00:20:07.820]  那就是愛的關係
[00:20:08.120 --> 00:20:11.260]  耶穌基督 愛我們每一個人
[00:20:11.260 --> 00:20:15.900]  一個社會可能不健康 香港有香港很多的問題
[00:20:15.900 --> 00:20:19.100]  同樣上海有上海的問題
[00:20:19.100 --> 00:20:22.120]  台北有台北的問題 首爾有首爾的問題
[00:20:22.120 --> 00:20:24.520]  但是神的愛沒有改變
[00:20:24.520 --> 00:20:28.540]  唯有基督在我們還做罪人的時候
[00:20:28.540 --> 00:20:29.760]  為我們死
[00:20:29.760 --> 00:20:33.380]  神對我們的愛就在此
[00:20:33.380 --> 00:20:35.300]  向我們顯明了
[00:20:35.300 --> 00:20:38.260]  馬丁路德是讀了羅馬書
[00:20:38.260 --> 00:20:41.280]  一共才16章 迦勒泰書
[00:20:41.280 --> 00:20:44.200]  他就有把握扭轉了
[00:20:44.200 --> 00:20:47.140]  宗教黑暗時期的歷史
[00:20:47.140 --> 00:20:50.380]  天主教跟基督教怎麼分
[00:20:50.380 --> 00:20:52.740]  就是在於我們可以讀聖經
[00:20:52.740 --> 00:20:56.140]  個別的人可以來到神面前 接受神的愛
[00:20:56.140 --> 00:20:57.760]  然後成為神的兒女
[00:20:57.760 --> 00:20:59.240]  就這麼簡單
[00:20:59.240 --> 00:21:02.920]  盼望 永生 救恩
[00:21:02.920 --> 00:21:04.680]  就是這樣來的
[00:21:06.220 --> 00:21:09.080]  嫁錯人只是一輩子的事情
[00:21:09.080 --> 00:21:12.600]  能活七八十歲八九十歲的話
[00:21:12.600 --> 00:21:15.260]  就是這一百年之內的事情
[00:21:15.260 --> 00:21:17.160]  但是信錯神
[00:21:17.160 --> 00:21:21.940]  信錯神的話 如果有永恆
[00:21:21.940 --> 00:21:25.300]  就是信仰的問題 如果有永遠的話
[00:21:25.300 --> 00:21:28.320]  那就是千百萬年的事情
[00:21:28.320 --> 00:21:33.100]  香港有1200多間教會
[00:21:33.560 --> 00:21:36.040]  30多間的神學院
[00:21:36.040 --> 00:21:38.820]  我們國內呢 我們要禱告
[00:21:38.820 --> 00:21:42.500]  國內全國家起來大概還不到30間神學院
[00:21:42.500 --> 00:21:46.080]  環境不同 情況不同
[00:21:46.080 --> 00:21:48.160]  但是這是香港的特色
[00:21:48.160 --> 00:21:49.980]  有教會
[00:21:49.980 --> 00:21:54.280]  有很多基督教信仰的基礎
[00:21:54.280 --> 00:21:56.280]  所以認識耶穌基督
[00:21:56.280 --> 00:22:00.240]  500年的基督教的歷史背景
[00:22:00.240 --> 00:22:02.620]  香港的一百多年的背景
[00:22:02.620 --> 00:22:05.460]  我自己16歲開始跑去教
[00:22:05.460 --> 00:22:07.060]  我家裡面是非基督徒家庭
[00:22:07.060 --> 00:22:10.780]  到現在四五十年來 我所體驗的
[00:22:10.780 --> 00:22:14.120]  簡單一句話 如果我沒有時間打招呼的時候說
[00:22:14.120 --> 00:22:16.660]  耶穌基督愛我們每一個人
[00:22:16.660 --> 00:22:20.180]  而在心理學裡面有一句話說
[00:22:20.180 --> 00:22:21.420]  被瞭解
[00:22:21.420 --> 00:22:23.920]  就是被愛
[00:22:23.920 --> 00:22:27.380]  誰真正的瞭解你
[00:22:27.380 --> 00:22:30.200]  在挫折的時候 在孤單的時候
[00:22:30.200 --> 00:22:33.520]  在不公平的時候 誰真正的瞭解你
[00:22:33.520 --> 00:22:35.340]  我們讀了聖經
[00:22:35.340 --> 00:22:38.660]  查經 信耶穌的人知道
[00:22:38.660 --> 00:22:42.080]  神 他真正瞭解我們
[00:22:42.080 --> 00:22:45.460]  所以耶穌基督替我們成為罪人
[00:22:45.460 --> 00:22:50.980]  神愛世人 甚至把他的獨生子賜給他們
[00:22:50.980 --> 00:22:54.760]  叫一切信他的 不致滅亡 反得永生
[00:22:54.760 --> 00:22:55.760]  所以
[00:22:55.760 --> 00:22:58.680]  我不是在這裡說謊 我是講
[00:22:58.680 --> 00:23:01.700]  聖經裡面的兩節經文 跟大家分享
[00:23:01.700 --> 00:23:04.480]  這三點 神的愛證明在
[00:23:04.480 --> 00:23:07.520]  罪惡的現實社會裡面 神的愛證明在
[00:23:07.520 --> 00:23:10.380]  耶穌基督替我們死的
[00:23:10.380 --> 00:23:13.320]  現實跟歷史裡面 第三
[00:23:13.320 --> 00:23:16.220]  神的愛證明在今天你接受
[00:23:16.220 --> 00:23:19.180]  耶穌基督 經歷神的愛的
[00:23:19.180 --> 00:23:20.740]  真實時刻裡面
[00:23:20.740 --> 00:23:24.020]  願我們每一天 哇 都充滿在
[00:23:24.020 --> 00:23:27.080]  神的愛裡面好不好 結束的時候我講一個小小的
[00:23:27.080 --> 00:23:28.800]  故事吧 好像我的時間
[00:23:28.800 --> 00:23:31.600]  長了 到了 因為太高興了
[00:23:31.600 --> 00:23:33.320]  人一高興 時間會長
[00:23:33.320 --> 00:23:36.940]  一個爸爸跟兒子一起過 過久了以後
[00:23:36.940 --> 00:23:38.780]  叮咚 有東西來了
[00:23:38.780 --> 00:23:42.500]  臺灣我的姐姐寄了一個LINE給我
[00:23:42.500 --> 00:23:46.540]  爸爸跟兒子說 我咳嗽 兒子你去買藥吧
[00:23:46.540 --> 00:23:49.560]  兒子說 老爸 這麼晚了 我要睡覺了
[00:23:49.560 --> 00:23:52.600]  明天吧 親人住在一起是最坦白的
[00:23:52.600 --> 00:23:55.220]  對吧 不會怎麼樣
[00:23:55.520 --> 00:23:58.960]  然後呢 這個兒子要睡覺之前呢
[00:23:58.960 --> 00:24:02.200]  收到一個電話 他的女朋友說
[00:24:02.200 --> 00:24:05.400]  你能不能出來 她很累 她要睡
[00:24:05.400 --> 00:24:07.080]  他就跑出去了
[00:24:07.080 --> 00:24:10.100]  然後女朋友跟他說 我爸爸
[00:24:10.100 --> 00:24:13.200]  要我去買藥 但天這麼黑 我自己比較怕
[00:24:13.200 --> 00:24:16.060]  你陪我去 他說 沒問題
[00:24:16.060 --> 00:24:19.060]  再遠我也能跟你去 他就跑出去
[00:24:19.060 --> 00:24:21.400]  替女朋友的爸爸去買藥
[00:24:21.400 --> 00:24:24.900]  他的爸爸知道 心裡面
[00:24:24.900 --> 00:24:25.900]  難不難過
[00:24:25.900 --> 00:24:29.880]  不需要難過 談戀愛就是這樣
[00:24:29.880 --> 00:24:32.220]  活在愛裡面的人
[00:24:32.220 --> 00:24:35.480]  不怕疲勞 不怕苦難
[00:24:35.480 --> 00:24:39.200]  那個世界本來就是浪漫跟幸福的
[00:24:39.200 --> 00:24:42.800]  願大家都活在神的愛裡面
[00:24:42.800 --> 00:24:45.720]  不怕疲勞 不怕難處
[00:24:45.720 --> 00:24:48.720]  常常活在浪漫跟幸福當中
[00:24:48.720 --> 00:24:51.120]  願神祝福大家 感謝主
