
[00:00:00.000 --> 00:00:03.020]  今日這一段 剛才大家讀的經文
[00:31:49.200 --> 00:31:54.200]  這些安居樂業的夢想才可以實現
[00:31:54.200 --> 00:31:56.200]  我們一起祈禱
[00:32:19.200 --> 00:32:22.480]  我們實在需要師恩幫助我們
[00:32:22.480 --> 00:32:31.160]  讓我們有能力,讓我們常常記得將他們帶到神那裡
[00:32:31.160 --> 00:32:34.080]  或者我們的兒女已經長大
[00:32:34.080 --> 00:32:36.880]  已經不是我們所能夠控制
[00:32:36.880 --> 00:32:40.120]  我們也求神你施恩憐憫
[00:32:40.120 --> 00:32:45.440]  讓他們心裡曾經聽到的小小福音的種子
[00:32:45.440 --> 00:32:47.760]  小小聖經的教導
[00:32:47.760 --> 00:32:51.200]  讓他們在心裡發生作用
[00:32:51.200 --> 00:32:57.800]  讓神的話語將他們重新再帶到神的手裡
[00:32:57.800 --> 00:33:01.600]  讓他們能夠迴轉
[00:33:01.600 --> 00:33:05.240]  如果他們是敬虔的人
[00:33:05.240 --> 00:33:06.720]  我們更加感謝神
[00:33:06.720 --> 00:33:13.840]  讓他們為神為主能夠發光發熱
[00:33:13.840 --> 00:33:17.040]  去將福音,將真理傳揚
[00:33:17.040 --> 00:33:20.600]  去見證神的信實
[00:33:20.600 --> 00:33:23.200]  多謝神聽我們的禱告
[00:33:23.200 --> 00:33:25.800]  我們這樣祈禱奉耶穌基督的聖名
[00:33:25.800 --> 00:33:27.800]  阿們
