
[00:00:00.000 --> 00:00:01.280]  大型節目早晨
[00:19:07.080 --> 00:19:10.080]  不要讓那些負面情緒去控制我們
[00:19:10.080 --> 00:19:14.080]  宣認是我們的神學立場,是我們的信仰立場
[00:19:14.080 --> 00:19:20.080]  這些立場幫助我們在人生的風浪中可以站立得住
[00:19:20.080 --> 00:19:27.080]  我們要用信仰、用神學、用思想去管理我們人生,去指導人生
[00:19:27.080 --> 00:19:33.080]  在宣認的內容其實有很多不同的內容
[00:19:34.080 --> 00:19:39.080]  作者在此特別提醒我們要堅守所宣認的是指望
[00:19:39.080 --> 00:19:45.080]  在困難之中,我們要堅持有指望
[00:19:45.080 --> 00:19:49.080]  這個世界是有將來的,有未來的
[00:19:49.080 --> 00:19:54.080]  在困難之中,我們很容易會看到眼前的困難
[00:19:54.080 --> 00:19:58.080]  我們很容易看到歷史的限制
[00:19:58.080 --> 00:20:02.080]  我們看不到前路,看不到將來是怎樣
[00:20:03.080 --> 00:20:08.080]  我們所看到的將來是我們現在所經歷的事情所推展、所企劃的將來
[00:20:08.080 --> 00:20:11.080]  現在都沒有什麼好的條件
[00:20:11.080 --> 00:20:16.080]  我們就不能夠企劃一個很有希望、很有前景的將來
[00:20:16.080 --> 00:20:20.080]  我們的看法是受著現在歷史的條件限制
[00:20:20.080 --> 00:20:23.080]  我們只是看著現在
[00:20:23.080 --> 00:20:28.080]  但是作者在此叫我們堅持這個世界是有指望的
[00:20:28.080 --> 00:20:32.080]  這個世界是有希望的,為什麼呢?
[00:20:33.080 --> 00:20:35.080]  因為這個世界有上帝在
[00:20:35.080 --> 00:20:38.080]  不是人說怎樣就怎樣
[00:20:38.080 --> 00:20:44.080]  上帝應許了的事情一定會成就,大家信不信?
[00:20:44.080 --> 00:20:50.080]  我講講保羅,今日舉的例子大家都耳熟能詳
[00:20:50.080 --> 00:20:54.080]  保羅大家都聽過,保羅是一個很偉大的使徒
[00:20:54.080 --> 00:20:58.080]  很有能力的使徒,去到哪裡都可以傳福音建立教會
[00:20:59.080 --> 00:21:04.080]  一個這麼偉大的使徒、這麼有能力的使徒,他都有負面情緒的時候
[00:21:04.080 --> 00:21:06.080]  他都有傷心難過的時候
[00:21:06.080 --> 00:21:10.080]  如果大家回去有時間看羅馬書九章二節
[00:21:10.080 --> 00:21:15.080]  那裡講到保羅非常憂愁,心裡事常傷痛
[00:21:15.080 --> 00:21:21.080]  一個這麼有大能、這麼有恩賜的牧者都會有不開心、有傷痛的時候
[00:21:21.080 --> 00:21:26.080]  所以在此鼓勵弟兄姊妹多些關心我們的牧師傳道人
[00:21:27.080 --> 00:21:29.080]  他們都有不開心、有難受的時候
[00:21:29.080 --> 00:21:32.080]  表面好像很風光、好像很有能力
[00:21:32.080 --> 00:21:39.080]  其實有苦自己知道,作為牧者都有難過的時候
[00:21:39.080 --> 00:21:44.080]  保羅他都非常憂愁、心裡事常傷痛,為什麼呢?
[00:21:44.080 --> 00:21:47.080]  因為他看到自己的同胞以色列人
[00:21:47.080 --> 00:21:54.080]  他們竟然不信上帝,將上帝的兒子耶穌基督釘死在十字架上
[00:21:55.080 --> 00:21:57.080]  本來以色列人是最有福的一班人
[00:21:57.080 --> 00:22:02.080]  因為他們有上帝、有約來管理他們
[00:22:02.080 --> 00:22:04.080]  他們是蒙福的一群
[00:22:04.080 --> 00:22:08.080]  結果因為他們離棄上帝,他們不信耶穌基督
[00:22:08.080 --> 00:22:12.080]  就是這個恩約被排除開去
[00:22:12.080 --> 00:22:17.080]  保羅想到這一方面,他很不開心,心裡事常傷痛
[00:22:17.080 --> 00:22:21.080]  不過他又不停留在負面的感受情緒那裡
[00:22:22.080 --> 00:22:27.080]  到了羅馬書11章26節,保羅說了一句話
[00:22:27.080 --> 00:22:31.080]  這句話其實是很難去相信的
[00:22:31.080 --> 00:22:35.080]  我們現在來看都很難相信,不要說保羅寫信的時候
[00:22:35.080 --> 00:22:38.080]  保羅說了一句什麼話?
[00:22:38.080 --> 00:22:45.080]  保羅在羅馬書11章26節宣告,以色列全家都要得救
[00:22:45.080 --> 00:22:49.080]  是否一件很誇張的事呢?
[00:22:50.080 --> 00:22:56.080]  如果我現在跟大家說,香港有一天所有人都會信耶穌
[00:22:56.080 --> 00:23:00.080]  不單止這樣,全中國的人都會信耶穌
[00:23:00.080 --> 00:23:03.080]  大家會不會覺得我在說話很誇張?
[00:23:03.080 --> 00:23:07.080]  我在說一些大事,這樣說當然容易
[00:23:07.080 --> 00:23:14.080]  保羅有憂愁,有不開心,但是他對將來仍然有指望
[00:23:14.080 --> 00:23:19.080]  他相信有一天以色列全家都要得救
[00:23:20.080 --> 00:23:23.080]  無論是一個很顯著的數目得救,都好
[00:23:23.080 --> 00:23:29.080]  都是表示他相信將來仍然有轉機,有希望
[00:23:29.080 --> 00:23:32.080]  為什麼呢?因為上帝應許了
[00:23:32.080 --> 00:23:37.080]  上帝應許了的事,就一定會成就
[00:23:37.080 --> 00:23:41.080]  阿巴拉罕一百歲,不能夠生兒育女
[00:23:41.080 --> 00:23:44.080]  他太太撒拉當時九十歲,根本不可能
[00:23:44.080 --> 00:23:47.080]  但是上帝應許他有兒子
[00:23:48.080 --> 00:23:51.080]  他的子孫好像天上的星,海上的沙那麼多
[00:23:51.080 --> 00:23:53.080]  是不是很誇張?
[00:23:53.080 --> 00:23:58.080]  但是阿巴拉罕他相信一點疑惑都沒有
[00:23:58.080 --> 00:24:00.080]  上帝就稱他為兒
[00:24:00.080 --> 00:24:04.080]  我們為什麼相信前面還有前景
[00:24:04.080 --> 00:24:07.080]  歷史還有轉機?
[00:24:07.080 --> 00:24:10.080]  因為我們相信這個世界有上帝
[00:24:10.080 --> 00:24:16.080]  並且上帝應許了,他的國度要來到這個世界上
[00:24:17.080 --> 00:24:20.080]  當上帝的國度來到這個世界上的時候
[00:24:20.080 --> 00:24:24.080]  就不會再有痛苦,不會再有眼淚
[00:24:24.080 --> 00:24:26.080]  大家是否相信?
[00:24:26.080 --> 00:24:30.080]  這是世界的將來,這才是世界的結局
[00:24:30.080 --> 00:24:37.080]  在困苦絕望之中,作者吩咐我們要堅持盼望
[00:24:37.080 --> 00:24:42.080]  盼望是建立在我們對上帝的認信之上
[00:24:42.080 --> 00:24:46.080]  上帝是誰?上帝應許了什麼?
[00:24:47.080 --> 00:24:49.080]  上帝對這個世界做了什麼?
[00:24:49.080 --> 00:24:51.080]  這個世界的結局會怎樣?
[00:24:51.080 --> 00:24:54.080]  這些都是我們每一個信耶穌基督的人
[00:24:54.080 --> 00:24:59.080]  需要去學習,去了解,去肯定的事
[00:24:59.080 --> 00:25:03.080]  我們對將來有多少的盼望
[00:25:03.080 --> 00:25:06.080]  就在乎我們今天對上帝有多少的認識
[00:25:06.080 --> 00:25:08.080]  有多少的肯定
[00:25:08.080 --> 00:25:14.080]  盼望是建立在我們堅定的認信之上
[00:25:15.080 --> 00:25:19.080]  情緒呢?情緒就很容易讓我們失去理智
[00:25:19.080 --> 00:25:25.080]  在人生的風浪之中,我們需要有扎實的信仰
[00:25:25.080 --> 00:25:28.080]  有扎實的神學
[00:25:28.080 --> 00:25:32.080]  讓思想去管理我們的人生
[00:25:32.080 --> 00:25:34.080]  指導我們的人生
[00:25:34.080 --> 00:25:36.080]  這是第二個吩咐
[00:25:36.080 --> 00:25:40.080]  第三個吩咐出現在十章二十四節
[00:25:40.080 --> 00:25:44.080]  我們要彼此相顧,激發愛心,勉勵行善
[00:25:46.080 --> 00:25:50.080]  在《困苦》裏作者提醒收信人要保持群體的生活
[00:25:50.080 --> 00:25:52.080]  要有群體的生活
[00:25:52.080 --> 00:25:56.080]  越是艱難的裏面,就越需要有群體的生活
[00:25:56.080 --> 00:26:01.080]  不過我們很喜歡單打獨鬥
[00:26:01.080 --> 00:26:04.080]  特別是我們一班男士們
[00:26:04.080 --> 00:26:06.080]  我們都是喜歡自己的事,自己解決的
[00:26:06.080 --> 00:26:11.080]  我們不想我們的事煩到身邊的人
[00:26:11.080 --> 00:26:14.080]  也不想身邊的人去煩我們
[00:26:15.080 --> 00:26:16.080]  我們要自己去解決
[00:26:16.080 --> 00:26:20.080]  於是乎之後就裝作什麼都沒有
[00:26:20.080 --> 00:26:23.080]  但晚上,夜難人靜的時候
[00:26:23.080 --> 00:26:27.080]  我們就拿些酒出來去喝,借酒消愁
[00:26:27.080 --> 00:26:33.080]  我們很喜歡自己去解決一些事情
[00:26:33.080 --> 00:26:38.080]  但是聖經絕對不是鼓勵我們單打獨鬥
[00:26:38.080 --> 00:26:44.080]  《創世紀》說到上帝見那人獨居不好
[00:26:45.080 --> 00:26:47.080]  我們需要做一個配偶幫助他
[00:26:47.080 --> 00:26:49.080]  人是需要有幫助的
[00:26:49.080 --> 00:26:53.080]  傳道書四章我們都很熟悉,有時在婚禮都會讀
[00:26:53.080 --> 00:26:55.080]  兩個人總比一個人好
[00:26:55.080 --> 00:27:00.080]  若遇敵攻擊孤身就難擋
[00:27:00.080 --> 00:27:03.080]  二人就能抵擋得住
[00:27:03.080 --> 00:27:06.080]  三股合成的繩子又如何?
[00:27:06.080 --> 00:27:08.080]  不宜折斷
[00:27:08.080 --> 00:27:13.080]  面對人生的逆境,我們需要有群體的生活
[00:27:14.080 --> 00:27:15.080]  我們要互相依賴
[00:27:15.080 --> 00:27:18.080]  越是困難的日子就越需要走在一起
[00:27:18.080 --> 00:27:21.080]  互相激勵,圍爐取暖
[00:27:21.080 --> 00:27:26.080]  我們走在一起要激勵什麼?要勸勉什麼?
[00:27:26.080 --> 00:27:32.080]  作者說到要激發愛心,勉勵行善
[00:27:32.080 --> 00:27:37.080]  走在一起不只是批評這樣,批評那樣
[00:27:37.080 --> 00:27:39.080]  不只是訴苦,罵人
[00:27:39.080 --> 00:27:41.080]  這些說話都可以說
[00:27:42.080 --> 00:27:47.080]  但不只是停留在不斷罵、批評、指責
[00:27:47.080 --> 00:27:50.080]  走在一起都可以有些好事說
[00:27:50.080 --> 00:27:54.080]  可以互相激勵,勉勵行善
[00:27:54.080 --> 00:27:59.080]  行善不只是做慈善或救濟
[00:27:59.080 --> 00:28:02.080]  當然我們有困難的時候
[00:28:02.080 --> 00:28:07.080]  我們都可以施出援手幫助身邊有需要的人
[00:28:07.080 --> 00:28:10.080]  派物資,做一些救濟工作都可以
[00:28:11.080 --> 00:28:13.080]  不過聖經這裡說到行善
[00:28:13.080 --> 00:28:16.080]  它不只是說慈善或救濟的工作
[00:28:16.080 --> 00:28:22.080]  這裡說得更加闊,是說我們有好的生活行為表現
[00:28:22.080 --> 00:28:29.080]  在艱難困苦之中,我們可以堅持有好的生活表現
[00:28:29.080 --> 00:28:33.080]  我們可以堅持有好的工作態度
[00:28:33.080 --> 00:28:39.080]  我們可以堅持有好的友善態度對我們身邊的人
[00:28:40.080 --> 00:28:46.080]  不開心絕對不是我們傷害別人的理由或藉口
[00:28:46.080 --> 00:28:51.080]  有些人不開心就把情緒發洩在身邊的人身上
[00:28:51.080 --> 00:28:53.080]  捅著頭來罵
[00:28:53.080 --> 00:28:57.080]  我們信任的人,我們有不開心是真的
[00:28:57.080 --> 00:29:01.080]  但我們可以在不開心中堅持
[00:29:01.080 --> 00:29:07.080]  繼續對人有善意,繼續有好的行為表現出來
[00:29:08.080 --> 00:29:13.080]  不開心不要把情緒發洩在身邊的人身上
[00:29:13.080 --> 00:29:18.080]  不開心不要把情緒發洩在子女身上
[00:29:18.080 --> 00:29:22.080]  不開心不要把情緒發洩在父母身上
[00:29:22.080 --> 00:29:27.080]  不開心不要把情緒發洩在丈夫和太太身上
[00:29:27.080 --> 00:29:34.080]  不開心是真的,但不開心也可以有好的行為表現
[00:29:34.080 --> 00:29:37.080]  可以對神對人好,可以對人有善意
[00:29:38.080 --> 00:29:43.080]  作者在此提醒我們要彼此相互激發愛心、勉勵、行善
[00:29:43.080 --> 00:29:48.080]  生活越是艱難,就越是需要大家走在一起,彼此激勵
[00:29:48.080 --> 00:29:50.080]  是可以繼續做好一點
[00:29:50.080 --> 00:29:59.080]  不可停止聚會,這個絕對不是每個星期天回來崇拜那麼簡單
[00:29:59.080 --> 00:30:01.080]  當然是需要
[00:30:01.080 --> 00:30:05.080]  不可停止聚會也不是鼓勵大家回來奉獻
[00:30:06.080 --> 00:30:08.080]  但是會有足夠的資金去營運
[00:30:08.080 --> 00:30:12.080]  當然有奉獻是重要,不過最主要不是這個意思
[00:30:12.080 --> 00:30:17.080]  不可停止聚會是說我們生活在人生很多的艱難裏面
[00:30:17.080 --> 00:30:24.080]  我們需要繼續聚集在一起,彼此激勵,互相勸勉
[00:30:24.080 --> 00:30:29.080]  既知道耶穌基督再回來的日子臨近就更當如此
[00:30:29.080 --> 00:30:32.080]  三個堅持,大家記不記得
[00:30:33.080 --> 00:30:38.080]  第一,堅持要用誠心和充足的信心來親近上帝
[00:30:38.080 --> 00:30:42.080]  第二,要堅守我們所宣應的指望
[00:30:42.080 --> 00:30:48.080]  第三,要彼此相互激發愛心、勉勵、行善
[00:30:48.080 --> 00:30:53.080]  在《易經》裏面我們需要有這三樣堅持,三個都是吩咐
[00:30:53.080 --> 00:30:59.080]  為甚麼基督徒可以在艱難的日子裏面有這樣的堅持呢
[00:31:00.080 --> 00:31:07.080]  基礎在哪裏呢?基礎的原因就在上面十九到二十一節
[00:31:07.080 --> 00:31:13.080]  所以,弟兄們,既然我們靠著耶穌基督的血,得以坦然進入至聖所
[00:31:13.080 --> 00:31:19.080]  是藉著祂給我們開了一條又新又活的路,從萬子經過
[00:31:19.080 --> 00:31:21.080]  萬子就是祂的身體
[00:31:21.080 --> 00:31:25.080]  既然我們有一位偉大祭司治理上帝的家
[00:31:26.080 --> 00:31:30.080]  我們該用誠心和充足的信心講下去了
[00:31:30.080 --> 00:31:34.080]  大家見不見到二十二節那裏有個「那摩」
[00:31:34.080 --> 00:31:37.080]  其實原文是沒有這個「那摩」的
[00:31:37.080 --> 00:31:41.080]  「那摩」是中文的,加上方便我們明白到
[00:31:41.080 --> 00:31:45.080]  下面我們剛才讀到那幾節經文,講到那三個堅持
[00:31:45.080 --> 00:31:50.080]  其實是建基在上面的基礎那裏
[00:31:50.080 --> 00:31:53.080]  是因為上面有這樣的基礎
[00:31:54.080 --> 00:31:58.080]  於是我們有三個堅持,三個應用
[00:31:58.080 --> 00:32:02.080]  為甚麼我們可以繼續堅持親近上帝
[00:32:02.080 --> 00:32:07.080]  為甚麼我們可以繼續堅守所宣應的指望
[00:32:07.080 --> 00:32:13.080]  為甚麼我們要繼續堅持聚集,互相勸勉
[00:32:13.080 --> 00:32:15.080]  原因只有一個
[00:32:15.080 --> 00:32:21.080]  是因為我們有一位大祭司,耶穌基督在治理著我們
[00:32:22.080 --> 00:32:26.080]  這個是最重要的基礎,最重要的原因
[00:32:26.080 --> 00:32:32.080]  今日是聖經神學崇拜,都要講少少神學的東西
[00:32:32.080 --> 00:32:36.080]  耶穌基督是大祭司,這是一個神學的主題
[00:32:36.080 --> 00:32:43.080]  這個神學的主題,希伯來書的作者用了很長的篇幅來解釋
[00:32:43.080 --> 00:32:48.080]  由希伯來書的第二章,一直講到第十章
[00:32:49.080 --> 00:32:52.080]  講到這個主題,耶穌基督是我們的大祭司
[00:32:52.080 --> 00:32:55.080]  是慈悲忠信的大祭司
[00:32:55.080 --> 00:32:57.080]  為甚麼要講得這麼詳細
[00:32:57.080 --> 00:33:02.080]  因為這個是我們可以堅持下去最重要,最核心的原因
[00:33:02.080 --> 00:33:08.080]  讀聖經的時候,我們很多時候都把注意力放在應用上
[00:33:08.080 --> 00:33:13.080]  我們希望這段經文應用在我們的生活裏面
[00:33:13.080 --> 00:33:15.080]  我們會問很多問題
[00:33:16.080 --> 00:33:20.080]  如何應用這段經文,對我們有甚麼提醒,有甚麼勸勉
[00:33:20.080 --> 00:33:22.080]  這些都是需要,這些都是很重要的
[00:33:22.080 --> 00:33:27.080]  因為我們讀聖經都是為了讓上帝的話語去管理我們,去改變我們
[00:33:27.080 --> 00:33:29.080]  應用是重要的
[00:33:29.080 --> 00:33:36.080]  不過你會發現希伯來書的作者更加重視理論神學建構的部份
[00:33:36.080 --> 00:33:42.080]  用了差不多九章的經文,去講一個神學的主題
[00:33:43.080 --> 00:33:48.080]  是慈悲忠信的大祭司,用了很多章的經文
[00:33:48.080 --> 00:33:51.080]  每一卷書都有一個神學
[00:33:51.080 --> 00:33:58.080]  整本聖經加在一起,就有一個整體融貫一致的神學在裏面
[00:33:58.080 --> 00:34:04.080]  弟兄姊妹讀聖經,我們除了要明白經文有甚麼意思,有甚麼應用之外
[00:34:05.080 --> 00:34:13.080]  其實我們都要花些時間去掌握經文背後的神學在說甚麼
[00:34:13.080 --> 00:34:19.080]  神學是一個基礎,堅持是一個應用
[00:34:19.080 --> 00:34:24.080]  為甚麼我們可以用誠心和充足的信心去親近上帝
[00:34:24.080 --> 00:34:28.080]  因為耶穌基督的血,能夠洗淨我們一切的罪
[00:34:28.080 --> 00:34:31.080]  為甚麼我們有指望,因為上帝的應許
[00:34:32.080 --> 00:34:36.080]  通過耶穌基督的死亡和復活,得到應驗,得到證實
[00:34:36.080 --> 00:34:40.080]  為甚麼我們要彼此相顧,激發愛心,勉勵,行善
[00:34:40.080 --> 00:34:43.080]  因為耶穌基督是慈悲忠信的大祭司
[00:34:43.080 --> 00:34:48.080]  我們這班跟隨祂的人,我們亦都要好像耶穌基督那樣
[00:34:48.080 --> 00:34:51.080]  用慈悲的心來彼此相待
[00:34:51.080 --> 00:34:54.080]  你會發現到每一個的吩咐,每一個堅持
[00:34:54.080 --> 00:34:57.080]  都是對應著耶穌基督的身份,耶穌基督的工作
[00:34:59.080 --> 00:35:05.080]  所以,丁姐妹,究竟我們對耶穌基督有多深入的認識呢?
[00:35:05.080 --> 00:35:10.080]  我們對聖父聖子聖靈三一上帝有多少的了解呢?
[00:35:10.080 --> 00:35:14.080]  三一上帝為甚麼要創造這個世界,為甚麼要救贖這個世界呢?
[00:35:14.080 --> 00:35:18.080]  究竟我們是否知道這些問題的答案呢?
[00:35:18.080 --> 00:35:22.080]  在困苦之中,我們要親近上帝
[00:35:22.080 --> 00:35:25.080]  我們要堅持所宣應的指望
[00:35:26.080 --> 00:35:29.080]  彼此相顧,激發愛心,勉勵,行善
[00:35:29.080 --> 00:35:31.080]  為甚麼呢?
[00:35:31.080 --> 00:35:36.080]  因為我們有一個信仰,有一個堅實的神學立場
[00:35:36.080 --> 00:35:40.080]  我們相信耶穌基督是上帝的兒子
[00:35:40.080 --> 00:35:43.080]  祂是慈悲忠信的大祭司
[00:35:43.080 --> 00:35:49.080]  今天沒有時間跟大家討論這個很複雜的神學內容
[00:35:49.080 --> 00:35:54.080]  我期望教會可以開一些主日學來討論這方面,好嗎?
[00:35:55.080 --> 00:36:04.080]  我們要讀聖經,但是我們要再進一步去明白每卷聖經背後的神學說甚麼
[00:36:04.080 --> 00:36:08.080]  神學幫助我們面對艱苦的人生
[00:36:08.080 --> 00:36:14.080]  越是在人生的風浪之中,我們越需要有扎實的信仰
[00:36:14.080 --> 00:36:17.080]  有扎實的神學來幫助我們去面對
[00:36:17.080 --> 00:36:23.080]  讓信仰,讓思想去管理我們,去指導我們人生
[00:36:24.080 --> 00:36:26.080]  神學幫助我們,我們一起去祈禱
[00:36:26.080 --> 00:36:30.080]  天父上帝,我們在人生各種遭遇之下
[00:36:30.080 --> 00:36:34.080]  我們很多時都會有很多不同的反應、感受
[00:36:34.080 --> 00:36:38.080]  求祢透過這段經文提醒我們,懂得怎樣去堅持
[00:36:38.080 --> 00:36:42.080]  懂得怎樣去堅持,繼續去親近祢
[00:36:42.080 --> 00:36:45.080]  繼續相信這個世界是有盼望的
[00:36:45.080 --> 00:36:51.080]  繼續願意走在一起,彼此勸勉,互相激勵
[00:36:52.080 --> 00:36:56.080]  明白到這些教導背後的原因
[00:36:56.080 --> 00:37:01.080]  都是因為耶穌基督為我們的緣故擺上了祂自己
[00:37:01.080 --> 00:37:05.080]  耶穌基督是我們的主,耶穌基督是我們的大祭司
[00:37:05.080 --> 00:37:12.080]  我們一生都要以跟隨基督為我們人生最大的方向、最大的目標
[00:37:12.080 --> 00:37:16.080]  求祢幫助我們,奉主耶穌之名禱告
