
[00:00:00.000 --> 00:00:01.600]  各位兄弟姐妹
[00:21:29.700 --> 00:21:32.700]  然後她給我看
[00:21:32.700 --> 00:21:34.700]  原來真的有一個梁兆基
[00:21:34.700 --> 00:21:35.700]  在基督教裡面
[00:21:35.700 --> 00:21:37.700]  是作曲、編曲、填詞的
[00:21:37.700 --> 00:21:39.700]  很多首那時候的歌
[00:21:39.700 --> 00:21:42.700]  都是她作出來的
[00:21:42.700 --> 00:21:43.700]  然後我說其實不是
[00:21:43.700 --> 00:21:44.700]  對不起
[00:21:44.700 --> 00:21:45.700]  是同名同姓的
[00:21:45.700 --> 00:21:48.700]  那一刻很尷尬
[00:21:48.700 --> 00:21:50.700]  然後
[00:21:50.700 --> 00:21:51.700]  以前那個年代
[00:21:51.700 --> 00:21:54.700]  打開電視看
[00:21:54.700 --> 00:21:58.700]  某個大台的電視記者
[00:21:58.700 --> 00:22:00.700]  也是叫做梁兆基
[00:22:00.700 --> 00:22:02.700]  還有
[00:22:02.700 --> 00:22:05.700]  新聞裡面成文採訪財經的時候
[00:22:05.700 --> 00:22:06.700]  有一個
[00:22:06.700 --> 00:22:08.700]  香港有一個財經機構的高層
[00:22:08.700 --> 00:22:11.700]  也是叫梁兆基
[00:22:11.700 --> 00:22:12.700]  很有趣的
[00:22:12.700 --> 00:22:15.700]  其實你現在上網打自己的名字
[00:22:15.700 --> 00:22:18.700]  隨時你會找到很多自己的名字的人
[00:22:18.700 --> 00:22:21.700]  同名同姓的
[00:22:21.700 --> 00:22:23.700]  同名同姓
[00:22:23.700 --> 00:22:24.700]  耶穌的名字
[00:22:24.700 --> 00:22:26.700]  剛才說是很普遍
[00:22:26.700 --> 00:22:28.700]  在當時猶太人的社會裡面
[00:22:28.700 --> 00:22:29.700]  是很普遍的
[00:22:29.700 --> 00:22:31.700]  包括哪一個呢
[00:22:31.700 --> 00:22:35.700]  記不記得耶穌被捉拿
[00:22:35.700 --> 00:22:37.700]  被審判的時候
[00:22:37.700 --> 00:22:39.700]  有一個機會是被釋放的
[00:22:39.700 --> 00:22:41.700]  同樣也有另外一個人
[00:22:41.700 --> 00:22:43.700]  和他一起
[00:22:43.700 --> 00:22:45.700]  就說問一下群眾
[00:22:45.700 --> 00:22:47.700]  你要釋放他
[00:22:47.700 --> 00:22:49.700]  還是要釋放誰
[00:22:49.700 --> 00:22:51.700]  巴拉伯
[00:22:51.700 --> 00:22:53.700]  原來巴拉伯
[00:22:53.700 --> 00:22:55.700]  他的全名
[00:22:55.700 --> 00:22:58.700]  是叫耶穌巴拉伯
[00:22:58.700 --> 00:23:02.700]  耶穌這個名字其實是很普遍的
[00:23:02.700 --> 00:23:04.700]  甚至我們在當中
[00:23:04.700 --> 00:23:06.700]  有些人可能叫約書亞的時候
[00:23:06.700 --> 00:23:07.700]  其實約書亞的意思
[00:23:07.700 --> 00:23:08.700]  舊約的約書亞
[00:23:08.700 --> 00:23:10.700]  和新約耶穌也是一樣
[00:23:10.700 --> 00:23:12.700]  神
[00:23:12.700 --> 00:23:14.700]  是拯救我們的神
[00:23:14.700 --> 00:23:16.700]  拯救者
[00:23:16.700 --> 00:23:18.700]  主耶穌基督度成肉身
[00:23:18.700 --> 00:23:20.700]  來到我們當中
[00:23:20.700 --> 00:23:21.700]  剛才說
[00:23:21.700 --> 00:23:23.700]  是要來到
[00:23:23.700 --> 00:23:26.700]  將他的子民從罪裡面拯救出來
[00:23:26.700 --> 00:23:30.700]  原來耶穌基督是要來拯救我們
[00:23:30.700 --> 00:23:34.700]  從罪裡面拯救我們出來
[00:23:34.700 --> 00:23:37.700]  有沒有撞車的經驗
[00:23:37.700 --> 00:23:39.700]  當然不想有
[00:23:39.700 --> 00:23:42.700]  以前我有一次撞車的經歷
[00:23:42.700 --> 00:23:44.700]  當時不是我開車
[00:23:44.700 --> 00:23:45.700]  是我一個朋友
[00:23:45.700 --> 00:23:47.700]  一個弟兄開車
[00:23:47.700 --> 00:23:49.700]  我就坐在司機位旁邊
[00:23:49.700 --> 00:23:51.700]  我們突然看著
[00:23:51.700 --> 00:23:53.700]  我們在大路開車
[00:23:53.700 --> 00:23:57.700]  突然有輛車從小路衝出來
[00:23:57.700 --> 00:23:59.700]  看著他
[00:23:59.700 --> 00:24:03.700]  弟兄很大力用腳踩腳掣煞車
[00:24:03.700 --> 00:24:05.700]  煞不及
[00:24:05.700 --> 00:24:08.700]  看著車將要撞過去
[00:24:08.700 --> 00:24:13.700]  撞過去的時候
[00:24:13.700 --> 00:24:14.700]  開車的弟兄
[00:24:14.700 --> 00:24:18.700]  當然腳仍然很大力地踩腳掣煞車
[00:24:18.700 --> 00:24:19.700]  另外一隻手
[00:24:19.700 --> 00:24:21.700]  這隻手就拿著軚盤
[00:24:21.700 --> 00:24:23.700]  這隻手你知不知道它做什麼
[00:24:23.700 --> 00:24:25.700]  我是很記得
[00:24:25.700 --> 00:24:27.700]  它另外反應很快
[00:24:27.700 --> 00:24:30.700]  還有很大力地按著我
[00:24:30.700 --> 00:24:32.700]  按著我的胸膛
[00:24:32.700 --> 00:24:34.700]  以致令到我撞車的時候
[00:24:34.700 --> 00:24:38.700]  不會撞得那麼厲害
[00:24:38.700 --> 00:24:40.700]  這個經歷是令到我記住
[00:24:40.700 --> 00:24:44.700]  這個弟兄記到現在
[00:24:44.700 --> 00:24:46.700]  為什麼
[00:24:46.700 --> 00:24:48.700]  很多時候我們面對危險的時候
[00:24:48.700 --> 00:24:49.700]  當然要想辦法盡量
[00:24:49.700 --> 00:24:53.700]  他開車的時候怎樣保護自己
[00:24:53.700 --> 00:24:55.700]  他分了一隻手出來按著我的時候
[00:24:55.700 --> 00:24:58.700]  他自己都很大危險
[00:24:58.700 --> 00:25:00.700]  但是他選擇在那個時間
[00:25:00.700 --> 00:25:05.700]  他第一反應就是要保護我
[00:25:05.700 --> 00:25:08.700]  弟兄姊妹
[00:25:08.700 --> 00:25:09.700]  主耶穌在你的世界上
[00:25:09.700 --> 00:25:13.700]  其實祂是要保護你
[00:25:13.700 --> 00:25:18.700]  祂不是隨便看著你照著你
[00:25:18.700 --> 00:25:21.700]  祂是要盡全力保護你
[00:25:21.700 --> 00:25:24.700]  甚至祂要犧牲祂自己
[00:25:24.700 --> 00:25:25.700]  祂來到這個世界上
[00:25:25.700 --> 00:25:28.700]  是為你的罪走上十字架
[00:25:28.700 --> 00:25:31.700]  受苦受死
[00:25:31.700 --> 00:25:33.700]  祂用祂的補血來洗淨你的罪
[00:25:33.700 --> 00:25:36.700]  祂是要來拯救你
[00:25:36.700 --> 00:25:41.700]  這個不是說我們不會再犯罪
[00:25:41.700 --> 00:25:44.700]  我們都是在罪的環境當中
[00:25:44.700 --> 00:25:45.700]  我們都很容易軟弱
[00:25:45.700 --> 00:25:47.700]  會跌倒會犯罪
[00:25:47.700 --> 00:25:49.700]  而是主耶穌祂來到這個世界上
[00:25:49.700 --> 00:25:53.700]  是要將我們從這個罪裡面釋放出來
[00:25:53.700 --> 00:25:55.700]  使得我們不再需要被定罪
[00:25:55.700 --> 00:25:57.700]  使得我們不再需要被罪
[00:25:57.700 --> 00:26:01.700]  綁著我們不得已自由
[00:26:01.700 --> 00:26:05.700]  使得我們能夠在罪裡面
[00:26:05.700 --> 00:26:07.700]  能夠被釋放
[00:26:07.700 --> 00:26:09.700]  這個就是主耶穌基督
[00:26:09.700 --> 00:26:14.700]  來到這個世界上拯救我們的意思
[00:26:14.700 --> 00:26:16.700]  弟兄姊妹
[00:26:16.700 --> 00:26:19.700]  道成肉身的耶穌基督
[00:26:19.700 --> 00:26:22.700]  祂是要來拯救你
[00:26:22.700 --> 00:26:25.700]  祂是洗你的生命
[00:26:25.700 --> 00:26:30.700]  得著真正的自由
[00:26:30.700 --> 00:26:32.700]  你感動嗎?
[00:26:32.700 --> 00:26:33.700]  你感不感受到耶穌基督
[00:26:33.700 --> 00:26:34.700]  就算這個世界上
[00:26:34.700 --> 00:26:35.700]  我經常記住這一句
[00:26:35.700 --> 00:26:37.700]  就算這個世界上死剩你一個
[00:26:37.700 --> 00:26:39.700]  或者只有你一個人
[00:26:39.700 --> 00:26:42.700]  耶穌都願意為你犧牲
[00:26:42.700 --> 00:26:45.700]  願意為你受苦受死
[00:26:45.700 --> 00:26:46.700]  我們有時想得實在太遠
[00:26:46.700 --> 00:26:47.700]  耶穌不是為我
[00:26:47.700 --> 00:26:48.700]  是為他
[00:26:48.700 --> 00:26:49.700]  這個人好一點
[00:26:49.700 --> 00:26:50.700]  不是的
[00:26:50.700 --> 00:26:52.700]  當我仍然犯罪的時候
[00:26:52.700 --> 00:26:55.700]  耶穌基督就是這樣來拯救我
[00:26:55.700 --> 00:26:56.700]  當你仍然犯罪的時候
[00:26:56.700 --> 00:26:58.700]  耶穌基督就願意來
[00:26:58.700 --> 00:27:01.700]  為你死在十字架上拯救你
[00:27:01.700 --> 00:27:05.700]  祂會盡全力拯救你到底
[00:27:05.700 --> 00:27:07.700]  祂愛你到底
[00:27:07.700 --> 00:27:08.700]  這個是聖誕節裡面
[00:27:08.700 --> 00:27:09.700]  耶穌基督來到這個世界
[00:27:09.700 --> 00:27:11.700]  是一個好的福音
[00:27:11.700 --> 00:27:13.700]  第三點
[00:27:13.700 --> 00:27:15.700]  以馬來尼
[00:27:15.700 --> 00:27:16.700]  我們請姐妹幫我們讀
[00:27:16.700 --> 00:27:18.700]  預備 1 2 3
[00:27:44.700 --> 00:27:50.700]  22節說這裡要應驗主
[00:27:50.700 --> 00:27:52.700]  直著先知所說的話
[00:27:52.700 --> 00:27:53.700]  其實救世主的預言
[00:27:53.700 --> 00:27:55.700]  在舊約一直已經
[00:27:55.700 --> 00:27:58.700]  是帶路來給我們知道
[00:27:58.700 --> 00:28:00.700]  以馬來尼
[00:28:00.700 --> 00:28:01.700]  Emmanuel
[00:28:01.700 --> 00:28:03.700]  他翻出來的意思就是
[00:28:03.700 --> 00:28:06.700]  神與我們同在
[00:28:06.700 --> 00:28:07.700]  以馬來尼
[00:28:07.700 --> 00:28:08.700]  Emmanuel
[00:28:08.700 --> 00:28:11.700]  神與我們同在
[00:28:11.700 --> 00:28:14.700]  COVID-19這個疫症期間
[00:28:14.700 --> 00:28:16.700]  我想問一下在座的弟兄姊妹
[00:28:16.700 --> 00:28:18.700]  有沒有人經歷過
[00:28:18.700 --> 00:28:19.700]  無論在酒店
[00:28:19.700 --> 00:28:21.700]  或者在家裡
[00:28:21.700 --> 00:28:24.700]  是經歷過隔離的
[00:28:24.700 --> 00:28:26.700]  有沒有
[00:28:26.700 --> 00:28:27.700]  有沒有
[00:28:27.700 --> 00:28:28.700]  有 一個兩個
[00:28:28.700 --> 00:28:29.700]  幾多個
[00:28:29.700 --> 00:28:30.700]  可不可以舉高看看
[00:28:30.700 --> 00:28:34.700]  1 2 3 4
[00:28:34.700 --> 00:28:36.700]  都不是很多個
[00:28:36.700 --> 00:28:40.700]  都是在家裡 是不是
[00:28:40.700 --> 00:28:42.700]  在家裡
[00:28:42.700 --> 00:28:44.700]  怎樣 有沒有容易過
[00:28:44.700 --> 00:28:48.700]  都OK的
[00:28:48.700 --> 00:28:50.700]  因為在自己家裡
[00:28:50.700 --> 00:28:52.700]  還要是我相信剛才舉手的那些
[00:28:52.700 --> 00:28:54.700]  都不是你自己一個人過的
[00:28:54.700 --> 00:28:58.700]  是不是
[00:28:58.700 --> 00:29:01.700]  大太是不是
[00:29:01.700 --> 00:29:02.700]  有家人一起的
[00:29:02.700 --> 00:29:03.700]  是不是
[00:29:03.700 --> 00:29:07.700]  有家人真的好像時間容易過一點
[00:29:10.700 --> 00:29:12.700]  有沒有留意新聞呢
[00:29:12.700 --> 00:29:20.700]  以前一直都有一些新聞告訴我們
[00:29:20.700 --> 00:29:22.700]  有些人
[00:29:22.700 --> 00:29:24.700]  就是破壞了那個
[00:29:24.700 --> 00:29:26.700]  當時的規定
[00:29:26.700 --> 00:29:28.700]  其中有一個男人
[00:29:28.700 --> 00:29:29.700]  是第一個
[00:29:29.700 --> 00:29:30.700]  我們拍攝第一個
[00:29:30.700 --> 00:29:31.700]  破壞規定
[00:29:31.700 --> 00:29:32.700]  被抓到的那個
[00:29:32.700 --> 00:29:33.700]  就是
[00:29:33.700 --> 00:29:34.700]  他在酒店裡
[00:29:34.700 --> 00:29:37.700]  要受隔離14天
[00:29:37.700 --> 00:29:39.700]  但是他這14天裡
[00:29:39.700 --> 00:29:43.700]  經常偷偷地透過消防的出入口
[00:29:43.700 --> 00:29:45.700]  離開酒店
[00:29:45.700 --> 00:29:49.700]  但是都是被閉路電視拍到的
[00:29:49.700 --> 00:29:54.700]  然後就要被判坐牢
[00:29:54.700 --> 00:29:56.700]  其實他都不是唯一一個
[00:29:56.700 --> 00:29:57.700]  一路如果你有看新聞
[00:29:57.700 --> 00:29:59.700]  陸陸續續都有很多人
[00:29:59.700 --> 00:30:02.700]  由pandemic這段時間
[00:30:02.700 --> 00:30:04.700]  破壞的
[00:30:04.700 --> 00:30:05.700]  在西澳洲
[00:30:05.700 --> 00:30:07.700]  破壞這個規矩的人
[00:30:07.700 --> 00:30:10.700]  超過100個
[00:30:10.700 --> 00:30:12.700]  的而且確
[00:30:12.700 --> 00:30:13.700]  特別有些人
[00:30:13.700 --> 00:30:15.700]  一個人在酒店
[00:30:15.700 --> 00:30:16.700]  如果酒店大一點
[00:30:16.700 --> 00:30:17.700]  一個apartment大一點
[00:30:17.700 --> 00:30:19.700]  有個廳都好一點
[00:30:19.700 --> 00:30:20.700]  但如果是普通的房間
[00:30:20.700 --> 00:30:24.700]  一個人都幾辛苦幾悶
[00:30:24.700 --> 00:30:27.700]  但都不是一個理由破壞規矩
[00:30:27.700 --> 00:30:28.700]  但這裡見到人
[00:30:28.700 --> 00:30:30.700]  特別是一個孤單
[00:30:30.700 --> 00:30:32.700]  特別是一個困境裡面
[00:30:32.700 --> 00:30:34.700]  一個很小的困局當中
[00:30:34.700 --> 00:30:36.700]  是很辛苦
[00:30:36.700 --> 00:30:37.700]  但剛才我們說
[00:30:37.700 --> 00:30:39.700]  我們有電影節目都經歷過
[00:30:39.700 --> 00:30:41.700]  我們quarantine那十四日
[00:30:41.700 --> 00:30:43.700]  有家人一齊的時候
[00:30:43.700 --> 00:30:46.700]  時間真的容易過很多
[00:30:46.700 --> 00:30:47.700]  甚至我聽到
[00:30:47.700 --> 00:30:48.700]  有些朋友和我分享說
[00:30:48.700 --> 00:30:50.700]  其實他們很珍惜那十四日
[00:30:50.700 --> 00:30:52.700]  從來未試過和家人
[00:30:52.700 --> 00:30:54.700]  日對夜對
[00:30:54.700 --> 00:30:56.700]  亦都有很有意義的
[00:30:56.700 --> 00:31:00.700]  過了那十四日去
[00:31:00.700 --> 00:31:01.700]  要隔離十四日
[00:31:01.700 --> 00:31:03.700]  都不算是太難
[00:31:03.700 --> 00:31:04.700]  為什麼
[00:31:04.700 --> 00:31:05.700]  因為我們知道
[00:31:05.700 --> 00:31:06.700]  當我們隔離完之後
[00:31:06.700 --> 00:31:08.700]  沒有事沒有受感染
[00:31:08.700 --> 00:31:10.700]  就重獲自由
[00:31:10.700 --> 00:31:13.700]  所以等那十四日都值得等
[00:31:13.700 --> 00:31:16.700]  以色列人呢
[00:31:16.700 --> 00:31:19.700]  他們等了幾百年
[00:31:19.700 --> 00:31:21.700]  什麼時候才到
[00:31:21.700 --> 00:31:25.700]  是不是真的是他
[00:31:25.700 --> 00:31:26.700]  所以你想想
[00:31:26.700 --> 00:31:29.700]  當耶穌基督來的時候
[00:31:29.700 --> 00:31:30.700]  群情洶湧
[00:31:30.700 --> 00:31:31.700]  很多人聽到
[00:31:31.700 --> 00:31:37.700]  有個人趕鬼治病行神蹟
[00:31:37.700 --> 00:31:40.700]  很多人夢寐以為要推舉他
[00:31:40.700 --> 00:31:42.700]  成為以色列的領袖
[00:31:42.700 --> 00:31:45.700]  一個君王
[00:31:45.700 --> 00:31:48.700]  耶穌去來
[00:31:48.700 --> 00:31:50.700]  他真正的目的
[00:31:50.700 --> 00:31:52.700]  來到人間是要拯救我們
[00:31:52.700 --> 00:31:54.700]  他這個拯救
[00:31:54.700 --> 00:31:56.700]  不是要打敗其他國家
[00:31:56.700 --> 00:31:58.700]  打敗其他敵人
[00:31:58.700 --> 00:31:59.700]  他這個拯救
[00:31:59.700 --> 00:32:01.700]  是要和我們一起
[00:32:01.700 --> 00:32:05.700]  同行人世間的路
[00:32:05.700 --> 00:32:06.700]  使我們不再孤單
[00:32:06.700 --> 00:32:08.700]  使我們有力量
[00:32:08.700 --> 00:32:12.700]  繼續向前行
[00:32:12.700 --> 00:32:13.700]  認識我的第一節目
[00:32:13.700 --> 00:32:14.700]  我都分享過
[00:32:14.700 --> 00:32:16.700]  我年少的時候
[00:32:16.700 --> 00:32:17.700]  我二十多歲的時候
[00:32:17.700 --> 00:32:18.700]  我是很喜歡
[00:32:18.700 --> 00:32:21.700]  拿著背包到處走
[00:32:21.700 --> 00:32:22.700]  去歐洲
[00:32:22.700 --> 00:32:23.700]  印度尼泊爾
[00:32:23.700 --> 00:32:24.700]  菲律賓等等
[00:32:24.700 --> 00:32:26.700]  很多不同的國家
[00:32:26.700 --> 00:32:27.700]  我還要是什麼呢
[00:32:27.700 --> 00:32:28.700]  我還要是
[00:32:28.700 --> 00:32:30.700]  放假
[00:32:30.700 --> 00:32:31.700]  拿到假
[00:32:31.700 --> 00:32:33.700]  我那天早上
[00:32:33.700 --> 00:32:35.700]  去找到哪裡有機票
[00:32:35.700 --> 00:32:37.700]  就買那張機票
[00:32:37.700 --> 00:32:40.700]  中午或下午上飛機就去
[00:32:40.700 --> 00:32:41.700]  一路去
[00:32:41.700 --> 00:32:45.700]  一路再計劃做些什麼
[00:32:45.700 --> 00:32:46.700]  我告訴你
[00:32:46.700 --> 00:32:48.700]  其實真的很開心
[00:32:48.700 --> 00:32:49.700]  很刺激
[00:32:49.700 --> 00:32:53.700]  很有新鮮感
[00:32:53.700 --> 00:32:55.700]  但不知道為什麼
[00:32:55.700 --> 00:32:56.700]  人長大了
[00:32:56.700 --> 00:32:57.700]  人老了的時候
[00:32:57.700 --> 00:33:00.700]  又好像不太嚮往這些東西
[00:33:00.700 --> 00:33:01.700]  到後期的時候
[00:33:01.700 --> 00:33:03.700]  那時候我仍然沒有結婚
[00:33:03.700 --> 00:33:05.700]  我都有一個人去旅行
[00:33:05.700 --> 00:33:07.700]  但去旅行的時候
[00:33:07.700 --> 00:33:09.700]  特別是一路去到不同的地方
[00:33:09.700 --> 00:33:11.700]  都會很想找一些同伴
[00:33:11.700 --> 00:33:13.700]  走某一段的路
[00:33:13.700 --> 00:33:15.700]  大家一起認識了
[00:33:15.700 --> 00:33:18.700]  租某一間落腳的地方一起住
[00:33:18.700 --> 00:33:21.700]  一起玩一兩天
[00:33:21.700 --> 00:33:23.700]  到後期結了婚
[00:33:23.700 --> 00:33:27.700]  很少機會自己去
[00:33:27.700 --> 00:33:30.700]  都是和家人和太太一起出發
[00:33:30.700 --> 00:33:32.700]  但我發覺
[00:33:32.700 --> 00:33:35.700]  原來有一個伴一起去
[00:33:35.700 --> 00:33:37.700]  是更加開心
[00:33:37.700 --> 00:33:39.700]  面對著前面的旅程
[00:33:39.700 --> 00:33:41.700]  可能有很多不知道的東西
[00:33:41.700 --> 00:33:43.700]  但有人一起分享
[00:33:43.700 --> 00:33:44.700]  一起分擔
[00:33:44.700 --> 00:33:45.700]  一起商量
[00:33:45.700 --> 00:33:47.700]  一起有力量
[00:33:47.700 --> 00:33:49.700]  一起向前行
[00:33:49.700 --> 00:33:51.700]  是很開心的
[00:33:51.700 --> 00:33:53.700]  今天
[00:33:53.700 --> 00:33:55.700]  我們的信仰都是
[00:33:55.700 --> 00:33:57.700]  耶穌來到這個世界上
[00:33:57.700 --> 00:33:59.700]  不是要你自己
[00:33:59.700 --> 00:34:01.700]  背很多東西
[00:34:01.700 --> 00:34:02.700]  很多包袱
[00:34:02.700 --> 00:34:03.700]  走前面的路很辛苦
[00:34:03.700 --> 00:34:05.700]  耶穌來到這個世界
[00:34:05.700 --> 00:34:07.700]  祂要和你一起
[00:34:07.700 --> 00:34:09.700]  分擔
[00:34:09.700 --> 00:34:10.700]  分享
[00:34:10.700 --> 00:34:12.700]  走這條人生的路
[00:34:12.700 --> 00:34:14.700]  耶穌說我來是要使人得生命
[00:34:14.700 --> 00:34:16.700]  並且得的更豐盛
[00:34:16.700 --> 00:34:17.700]  祂不是點來的
[00:34:17.700 --> 00:34:19.700]  祂說得出一定是有的
[00:34:19.700 --> 00:34:21.700]  點得到
[00:34:21.700 --> 00:34:22.700]  就是耶穌來到
[00:34:22.700 --> 00:34:23.700]  走在你身邊
[00:34:23.700 --> 00:34:25.700]  和你一起去走
[00:34:25.700 --> 00:34:28.700]  還有
[00:34:28.700 --> 00:34:30.700]  今天
[00:34:30.700 --> 00:34:32.700]  其實這個世界上
[00:34:32.700 --> 00:34:34.700]  有很多人聽過耶穌
[00:34:34.700 --> 00:34:36.700]  這個科技很發達
[00:34:36.700 --> 00:34:38.700]  但仍然還有很多人
[00:34:38.700 --> 00:34:40.700]  他們未願意接受耶穌基督
[00:34:40.700 --> 00:34:42.700]  成為他個人的主
[00:34:42.700 --> 00:34:44.700]  他們可能會說
[00:34:44.700 --> 00:34:47.700]  道成肉身關我什麼事
[00:34:47.700 --> 00:34:49.700]  神童在
[00:34:49.700 --> 00:34:52.700]  你感覺到我感覺不到
[00:34:52.700 --> 00:34:54.700]  這些是很多他們未信耶穌的人
[00:34:54.700 --> 00:34:56.700]  很真實的說法
[00:34:56.700 --> 00:34:59.700]  我想和你看看
[00:34:59.700 --> 00:35:03.700]  這個圖是很新的
[00:35:03.700 --> 00:35:05.700]  12月15日
[00:35:05.700 --> 00:35:07.700]  就是在這個世界上
[00:35:07.700 --> 00:35:12.700]  這個患COVID-19感染的人數
[00:35:12.700 --> 00:35:14.700]  在世界上
[00:35:14.700 --> 00:35:17.700]  不同地方不同國家
[00:35:17.700 --> 00:35:19.700]  分佈的狀況
[00:35:19.700 --> 00:35:21.700]  你看看
[00:35:21.700 --> 00:35:23.700]  真的差不多
[00:35:23.700 --> 00:35:26.700]  大部分都無一倖免
[00:35:26.700 --> 00:35:30.700]  只要是有飛機
[00:35:30.700 --> 00:35:32.700]  或者有人與人之間
[00:35:32.700 --> 00:35:35.700]  國界與國界之間交流的地方
[00:35:35.700 --> 00:35:39.700]  都會有走到病毒過去
[00:35:39.700 --> 00:35:41.700]  這個病毒
[00:35:41.700 --> 00:35:43.700]  差不多遍及這個世界
[00:35:43.700 --> 00:35:45.700]  很多的地方
[00:35:45.700 --> 00:35:48.700]  但同樣
[00:35:48.700 --> 00:35:51.700]  我很想你們看看另外一個圖畫
[00:35:51.700 --> 00:35:53.700]  這個也不是很新的
[00:35:53.700 --> 00:35:54.700]  這個是2010年
[00:35:54.700 --> 00:35:56.700]  即是10年前
[00:35:56.700 --> 00:35:57.700]  做一個統計
[00:35:57.700 --> 00:36:00.700]  全球基督徒
[00:36:00.700 --> 00:36:02.700]  分佈的地方
[00:36:02.700 --> 00:36:04.700]  這個應該是不新的了
[00:36:04.700 --> 00:36:06.700]  我相信10年已經有很多的改變
[00:36:06.700 --> 00:36:09.700]  2010年至到現在
[00:36:09.700 --> 00:36:10.700]  你看看
[00:36:10.700 --> 00:36:11.700]  基督徒
[00:36:11.700 --> 00:36:13.700]  當然不同顏色
[00:36:13.700 --> 00:36:14.700]  深淺度是指
[00:36:14.700 --> 00:36:19.700]  有多少百分比的基督徒在當中呢
[00:36:19.700 --> 00:36:27.700]  弟兄姊妹
[00:36:27.700 --> 00:36:29.700]  這裡讓我們看到
[00:36:29.700 --> 00:36:31.700]  原來
[00:36:31.700 --> 00:36:32.700]  這個世界上
[00:36:32.700 --> 00:36:35.700]  很多地方都有COVID-19疫症
[00:36:35.700 --> 00:36:37.700]  但同樣這個世界上
[00:36:37.700 --> 00:36:38.700]  有很多地方
[00:36:38.700 --> 00:36:40.700]  都有基督徒
[00:36:40.700 --> 00:36:42.700]  有神的兒女
[00:36:42.700 --> 00:36:45.700]  分佈在世界不同的角落
[00:36:45.700 --> 00:36:48.700]  也有很多宣教的弟兄姊妹
[00:36:48.700 --> 00:36:52.700]  去到一些比較少基督徒的地方
[00:36:52.700 --> 00:36:55.700]  所以
[00:36:55.700 --> 00:36:58.700]  這是一個時候
[00:36:58.700 --> 00:37:00.700]  可能我們今天不能夠飛走
[00:37:00.700 --> 00:37:03.700]  不能夠去到其他地方
[00:37:03.700 --> 00:37:07.700]  但至少今天在我們這個地方
[00:37:08.700 --> 00:37:10.700]  我們澳洲
[00:37:10.700 --> 00:37:12.700]  這裡
[00:37:12.700 --> 00:37:16.700]  那些顏色都不是很深的
[00:37:16.700 --> 00:37:18.700]  都是中間位置
[00:37:18.700 --> 00:37:21.700]  至少在我們自己這個地方
[00:37:21.700 --> 00:37:23.700]  我們這個身邊
[00:37:23.700 --> 00:37:25.700]  我們是神的兒女
[00:37:25.700 --> 00:37:27.700]  我們是基督徒的時候
[00:37:27.700 --> 00:37:30.700]  我們可不可以
[00:37:30.700 --> 00:37:33.700]  將神道成肉身
[00:37:33.700 --> 00:37:36.700]  以馬來尼神與人同在
[00:37:36.700 --> 00:37:38.700]  這個訊息
[00:37:38.700 --> 00:37:40.700]  透過我們的生命
[00:37:40.700 --> 00:37:43.700]  傳開出去呢?
[00:37:43.700 --> 00:37:44.700]  我再說一次
[00:37:44.700 --> 00:37:46.700]  不只是用口說
[00:37:46.700 --> 00:37:47.700]  是透過我們的生命
[00:37:47.700 --> 00:37:49.700]  傳開出去
[00:37:49.700 --> 00:37:50.700]  的確
[00:37:50.700 --> 00:37:54.700]  他們的肉眼看不到神
[00:37:54.700 --> 00:37:56.700]  但他可以看到你
[00:37:56.700 --> 00:37:59.700]  他看到你的生命當中
[00:37:59.700 --> 00:38:03.700]  怎樣被神去改變
[00:38:03.700 --> 00:38:05.700]  他們可以感受到你的生命裡面
[00:38:05.700 --> 00:38:07.700]  原來有神的愛
[00:38:07.700 --> 00:38:09.700]  是可以很幸福的
[00:38:09.700 --> 00:38:12.700]  他可以從你的生命裡面看到
[00:38:12.700 --> 00:38:14.700]  因為你生命當中有神
[00:38:14.700 --> 00:38:17.700]  就算那個疫症
[00:38:17.700 --> 00:38:19.700]  有多麼厲害
[00:38:19.700 --> 00:38:22.700]  甚至我們面對前路
[00:38:22.700 --> 00:38:24.700]  我們都未必很清楚
[00:38:24.700 --> 00:38:27.700]  我們都不知道自己會不會被感染
[00:38:27.700 --> 00:38:29.700]  但是
[00:38:29.700 --> 00:38:32.700]  我們有神在我們生命當中的時候
[00:38:32.700 --> 00:38:35.700]  我們帶著平安
[00:38:35.700 --> 00:38:37.700]  帶著喜樂
[00:38:37.700 --> 00:38:39.700]  帶著積極的心
[00:38:39.700 --> 00:38:43.700]  去影響我們身邊的人呢?
[00:38:43.700 --> 00:38:49.700]  你願不願意成為天使?
[00:38:49.700 --> 00:38:54.700]  天使在哪裡?
[00:38:54.700 --> 00:38:56.700]  可能我們會說天使在哪裡?
[00:38:56.700 --> 00:38:58.700]  誰是我的天使?
[00:38:58.700 --> 00:39:01.700]  神今天要使用你
[00:39:02.700 --> 00:39:05.700]  成為地上很多的人
[00:39:05.700 --> 00:39:07.700]  在失落
[00:39:07.700 --> 00:39:09.700]  在傷心
[00:39:09.700 --> 00:39:11.700]  在憂慮
[00:39:11.700 --> 00:39:14.700]  在不安的人群當中
[00:39:14.700 --> 00:39:16.700]  神就透過我們這些天使
[00:39:16.700 --> 00:39:17.700]  道成肉身
[00:39:17.700 --> 00:39:19.700]  去到他們身邊
[00:39:19.700 --> 00:39:25.700]  將耶穌基督降生的訊息
