
[00:00:00.000 --> 00:00:02.000]  南法堂的弟子會早晨
[00:33:10.120 --> 00:33:17.120]  由供養、招呼、會伴、關懷,進而尊重父權
[00:33:17.120 --> 00:33:24.120]  尊敬老人,是承聖和敬畏上帝的十務表現
[00:33:24.120 --> 00:33:34.120]  十五月,尼美記第十九章,承聖之路,敬畏上帝,愛人如己
[00:33:34.120 --> 00:33:42.120]  在群體中行公義,樂意分享,孝敬父母,尊敬長者,持守獨一真神等等
[00:33:42.120 --> 00:33:48.120]  都成為我們信仰生命的提醒,邁向承聖之路
[00:33:48.120 --> 00:33:58.120]  就是疏理好自己和神和人,特別是和長者的關係
[00:33:58.120 --> 00:34:04.120]  香港老齡化問題非常嚴重
[00:34:04.120 --> 00:34:12.120]  我們圍村甲,也未能提供什麼安老政策、醫療住宿、照顧等等問題
[00:34:12.120 --> 00:34:20.120]  我們可以做的,就是做好我們生命中的報應快樂
[00:34:20.120 --> 00:34:23.120]  我們大合同心祈求
[00:34:23.120 --> 00:34:26.120]  色在今在,以後永在利主
[00:34:26.120 --> 00:34:30.120]  多謝您讓我們成長到今天
[00:34:30.120 --> 00:34:34.120]  求主幫助我們實踐愛人如己
[00:34:34.120 --> 00:34:39.120]  在承聖之路上不斷學習和修正
[00:34:39.120 --> 00:34:42.120]  叫我們彌伴
[00:34:42.120 --> 00:34:46.120]  享有高尚歲,是上主所賜的福分
[00:34:46.120 --> 00:34:51.120]  能照顧身邊的長者,也是上帝的恩典
[00:34:51.120 --> 00:34:55.120]  最後,求主賜福美所有長者
[00:34:55.120 --> 00:34:58.120]  讓他們身心都健康快樂
[00:34:58.120 --> 00:35:02.120]  在上主的恩手中,活出屬靈的韻味
[00:35:02.120 --> 00:35:07.120]  一心愛主,是主,將榮耀歸於主
[00:35:07.120 --> 00:35:10.120]  祈禱,是奉主耶穌基督得勝的命
[00:35:10.120 --> 00:35:13.120]  祈求,誠心所願
