
[00:00:00.000 --> 00:00:05.300]  踏入三月份就是全英堂一年一度的猜拳月
[00:19:27.900 --> 00:19:31.180]  這個只是你和我有這樣的權柄
[00:19:31.180 --> 00:19:33.900]  還有在彼得前書那裏這樣說
[00:19:33.900 --> 00:19:36.300]  然而你們是蒙簡選的族類
[00:19:36.300 --> 00:19:39.020]  是君尊的祭司 是聖潔的國民
[00:19:39.020 --> 00:19:40.620]  是屬神的子民
[00:19:40.620 --> 00:19:43.980]  為要叫你們宣揚那召你們出黑暗
[00:19:43.980 --> 00:19:48.460]  入奇妙光明者的美德
[00:19:48.460 --> 00:19:53.100]  靖姐妹 除了我們每一個相信耶穌的人
[00:19:53.100 --> 00:19:57.980]  沒有人可以將這一份這麼尊貴的職份
[00:19:57.980 --> 00:20:00.300]  去行使開去
[00:20:00.300 --> 00:20:05.100]  所以讓我們看到我們這個榮耀的呼召
[00:20:05.100 --> 00:20:07.660]  我們珍惜這個職份
[00:20:07.660 --> 00:20:10.540]  第二就是我們讓我們的雅氣
[00:20:10.540 --> 00:20:13.900]  要真是能夠彰顯神的榮光
[00:20:13.900 --> 00:20:17.740]  今天無論我們這個雅氣有多麼軟弱
[00:20:17.740 --> 00:20:19.260]  有多麼不濟
[00:20:19.260 --> 00:20:21.740]  我們覺得自己多麼沒有能力
[00:20:21.740 --> 00:20:23.900]  但是叫我們不要忘記
[00:20:23.900 --> 00:20:27.020]  我們生命裏面有這個寶貝
[00:20:27.020 --> 00:20:30.300]  神不在乎我們人的能力
[00:20:30.300 --> 00:20:33.980]  祂卻在乎我們對祂的心
[00:20:33.980 --> 00:20:36.300]  舊約的時代
[00:20:36.300 --> 00:20:39.340]  神夫召基丁去拯救以色列人
[00:20:39.340 --> 00:20:41.580]  脫離米顛人的手
[00:20:41.580 --> 00:20:43.980]  當時他們有三萬多人
[00:20:43.980 --> 00:20:47.340]  但是上帝只是在這三萬二千人裏面
[00:20:47.340 --> 00:20:50.460]  揀選了三百個人去打仗
[00:20:50.460 --> 00:20:52.940]  免得有些人自誇
[00:20:52.940 --> 00:20:57.020]  所以當那三百人他們去攻營的時候
[00:20:57.020 --> 00:20:59.660]  基丁將三百人分成三隊
[00:20:59.660 --> 00:21:03.820]  他將國和空瓶交在國人的手裏面
[00:21:03.820 --> 00:21:07.900]  又將火把放在那些瓶裏
[00:21:07.900 --> 00:21:11.740]  當他和這些人去到半夜三更的時候
[00:21:11.740 --> 00:21:13.100]  半夜三更的時候
[00:21:13.100 --> 00:21:14.940]  他來到營的邊緣
[00:21:14.940 --> 00:21:16.620]  他就吹起國鈴
[00:21:16.620 --> 00:21:18.140]  接著那些人聽到國聲
[00:21:18.140 --> 00:21:21.820]  就同志來打破他們那個雅氣
[00:21:21.820 --> 00:21:25.740]  裏面那個火把就能夠照耀
[00:21:25.740 --> 00:21:29.500]  就能夠拿出來照亮黑暗
[00:21:29.500 --> 00:21:31.420]  頂姐妹 今日你和我
[00:21:31.420 --> 00:21:33.980]  我們都先要破碎我們自己
[00:21:33.980 --> 00:21:36.540]  以致我們能夠彰顯基督
[00:21:36.540 --> 00:21:39.420]  就好像基丁打破雅瓶
[00:21:39.420 --> 00:21:43.660]  讓雅瓶內的火把可以彰顯出來
[00:21:43.660 --> 00:21:45.740]  照亮黑夜一樣
[00:21:45.740 --> 00:21:48.380]  今日神揀選我們成為祂的兒女
[00:21:48.380 --> 00:21:51.340]  是要叫我們的光照在人的面前
[00:21:51.340 --> 00:21:53.500]  使人看到我們的好行為
[00:21:53.500 --> 00:21:57.260]  就將榮耀歸給神
[00:21:57.260 --> 00:21:59.660]  今年我們猜拳聯會的主題是
[00:21:59.660 --> 00:22:03.500]  「活出落地的信仰」
[00:22:03.500 --> 00:22:06.700]  不單單在三月份這個猜拳月
[00:22:06.700 --> 00:22:09.980]  而是我們需要在每一天的生活裏面
[00:22:09.980 --> 00:22:13.420]  切實地活出一個落地的信仰
[00:22:13.420 --> 00:22:16.780]  以致我們真的好像城建在山上一樣
[00:22:16.780 --> 00:22:19.020]  我們的光照在人前一樣
[00:22:19.020 --> 00:22:21.500]  叫人從我們的生命裏面
[00:22:21.500 --> 00:22:24.540]  見到基督 然後將榮耀歸給神
[00:22:24.540 --> 00:22:29.180]  我們一起同心低頭祈禱
[00:22:29.180 --> 00:22:31.260]  主 我們多謝祢
[00:22:31.260 --> 00:22:34.460]  祢自己的話語 滿有祢自己的大能
[00:22:34.460 --> 00:22:36.780]  今日祢讓我們再一次看到
[00:22:36.780 --> 00:22:39.500]  我們自己真的只不過是一個雅器
[00:22:39.500 --> 00:22:40.780]  主 我們需要祢
[00:22:40.780 --> 00:22:43.260]  我們鶴門祢 我們倚靠祢
[00:22:43.260 --> 00:22:46.060]  感謝祢 全地的主
[00:22:46.060 --> 00:22:47.500]  宇宙的大君王
[00:22:47.500 --> 00:22:51.580]  竟然願意居住在我們這些卑微的雅器裏面
[00:22:51.580 --> 00:22:53.820]  祢願意與我們同在
[00:22:53.820 --> 00:22:55.980]  我們願意讓主祢這個寶貝
[00:22:55.980 --> 00:22:58.460]  在我們的生命裏面坐著為王
[00:22:58.460 --> 00:23:00.940]  叫我們成為貴重的器皿
[00:23:00.940 --> 00:23:04.380]  使用我們的生命彰顯主祢的榮光
[00:23:04.380 --> 00:23:08.140]  叫我們真的能夠成為一個福音的使者
[00:23:08.140 --> 00:23:11.660]  我們將福音的大能傳開的時候
[00:23:11.660 --> 00:23:15.020]  讓福音的大能轉化這個世界
[00:23:15.020 --> 00:23:16.860]  讓上帝得著榮耀
[00:23:16.860 --> 00:23:18.300]  多謝您聽我們禱告
[00:23:18.300 --> 00:23:20.540]  奉耶穌基督的名 阿門
